,Year,Industry,GO_nom,CAP_nom,LAB_nom,INT_nom,GO_const,CAP_const,LAB_const,INT_const
0,1947,1,31299.23,9744.228,10039.002,11516.0,85254.688,38868.289,192173.703,73773.227
1,1948,1,35560.695,11602.553,11443.142,12515.0,92947.477,41055.512,188740.359,73414.672
2,1949,1,29746.566,6988.223,11310.343,11448.0,90231.445,41447.719,184672.766,72727.273
3,1950,1,31972.906,9193.447,10284.459,12495.0,95331.547,43091.527,176766.734,77015.523
4,1951,1,37255.438,11954.302,10551.134,14750.0,94535.391,48023.414,168485.719,81999.109
5,1952,1,36552.852,10962.075,10638.774,14952.0,97628.57,46201.398,161760.75,82339.336
6,1953,1,32942.012,9483.905,9915.105,13543.0,99401.922,47600.242,152090.766,80445.5
7,1954,1,32856.953,9189.145,9695.807,13972.0,102978.117,48516.703,147241.703,83330.352
8,1955,1,32243.15,8090.13,9811.021,14342.0,106344.734,51026.109,148573.125,87169.516
9,1956,1,32119.197,8890.693,8702.504,14526.0,108073.984,50798.195,140816.0,89672.211
10,1957,1,32380.488,7613.656,9873.831,14893.0,107084.008,50237.391,131106.734,92319.609
11,1958,1,36420.039,9376.321,10391.719,16652.0,110778.891,48905.098,124886.508,95618.719
12,1959,1,35615.336,6905.957,10980.38,17729.0,115067.445,49811.422,124382.117,103982.406
13,1960,1,36333.121,7552.065,11235.055,17546.0,118111.172,49805.164,121524.477,103754.953
14,1961,1,37642.613,7842.09,11401.522,18399.0,120035.703,50108.453,117689.266,108000.703
15,1962,1,39075.609,7338.236,12035.375,19702.0,122036.586,51007.438,115056.297,114207.875
16,1963,1,40076.574,7498.891,11862.685,20715.0,126843.328,52938.488,112528.516,118942.352
17,1964,1,38507.348,6786.688,11400.658,20320.0,124538.813,53518.766,106715.695,118594.602
18,1965,1,42646.527,8534.099,12465.43,21647.0,130910.945,53081.547,102834.547,123570.039
19,1966,1,45901.148,9312.11,12786.037,23803.0,130903.531,54612.691,97740.852,128825.031
20,1967,1,45774.57,8863.728,12333.843,24577.0,138642.828,56465.234,92313.445,133454.594
21,1968,1,46642.422,9290.891,12330.53,25021.0,137982.922,57743.887,87748.063,136406.25
22,1969,1,50711.598,10686.635,13351.962,26673.0,142607.875,58398.98,85715.969,140362.047
23,1970,1,53048.57,11487.066,13464.506,28097.0,146407.984,58551.113,83129.414,144065.016
24,1971,1,56533.016,13609.385,12856.63,30067.0,152963.0,58694.871,82042.563,147996.656
25,1972,1,64907.113,16785.879,14397.233,33724.0,156297.234,58319.219,81641.289,155252.734
26,1973,1,93302.891,29549.818,19214.072,44539.0,160130.719,58606.77,82227.875,162290.484
27,1974,1,92774.906,29184.877,15846.025,47744.0,152687.344,61564.887,76337.258,147262.563
28,1975,1,95316.219,29347.242,17208.979,48760.0,162303.906,63039.961,76694.898,141271.906
29,1976,1,96948.625,24506.918,19339.707,53102.0,165271.797,64508.488,76179.227,152202.703
30,1977,1,100456.609,27325.527,17174.082,55957.0,172310.031,65611.625,73611.43,157812.047
31,1978,1,118779.898,34055.414,17859.486,66865.0,180301.734,66526.977,70343.336,176034.641
32,1979,1,141362.953,42537.324,18467.635,80358.0,192010.828,68672.836,68080.289,182822.953
33,1980,1,138361.188,36380.465,15554.719,86426.0,184200.391,69233.672,67062.172,173727.578
34,1981,1,153625.953,47983.465,17987.492,87655.0,197662.047,69796.984,67312.141,163161.031
35,1982,1,148031.219,40728.508,20737.713,86565.0,200546.531,70838.797,66882.195,161858.203
36,1983,1,132057.688,28719.781,18248.908,85089.0,166910.109,68184.563,66287.563,161624.813
37,1984,1,158069.328,43111.621,24230.711,90727.0,192772.063,66120.602,64734.086,169080.688
38,1985,1,150524.031,41645.895,24913.137,83965.0,206896.359,65569.281,60401.773,163045.156
39,1986,1,143599.875,38463.887,25839.984,79296.0,199541.766,64736.426,55649.355,162618.438
40,1987,1,152234.781,43590.848,23631.93,85012.0,206158.734,62915.43,55646.258,172676.313
41,1988,1,157240.625,41426.184,23519.445,92295.0,200499.703,60777.832,58221.605,174342.172
42,1989,1,175985.141,46733.563,31272.578,97979.0,213364.844,59518.301,58134.012,175882.734
43,1990,1,183373.469,44406.633,36860.844,102106.0,224027.313,59258.906,57587.242,179814.75
44,1991,1,178388.344,34499.598,38994.738,104894.0,226911.219,59160.969,58123.855,183892.281
45,1992,1,187254.125,40733.609,43801.508,102719.0,237147.016,57713.145,56337.527,180417.672
46,1993,1,185856.906,37912.266,37060.648,110884.0,231922.219,58731.746,54392.203,189490.25
47,1994,1,200157.297,50419.074,35836.227,113902.0,256719.953,59121.035,54703.594,192272.109
48,1995,1,193266.484,38690.258,31082.223,123494.0,247646.172,60822.5,57208.453,207835.875
49,1996,1,219016.938,50530.809,45312.125,123174.0,250763.078,60546.676,56095.168,195238.469
50,1997,1,221821.016,48275.5,42301.512,131244.0,269191.344,62005.754,56443.219,202518.281
51,1998,1,211651.391,43280.137,39579.25,128792.0,267095.875,63264.957,55174.125,211158.672
52,1999,1,206392.156,39796.18,37580.977,129015.0,265175.094,63535.355,57130.102,213381.938
53,2000,1,211579.625,44547.309,38760.316,128272.0,268147.219,63276.918,55593.98,197596.891
54,2001,1,219515.672,42097.676,43177.0,134241.0,264823.031,63056.926,56750.344,202021.109
55,2002,1,205636.844,39237.313,38535.531,127864.0,271048.313,63345.961,56641.535,195984.188
56,2003,1,232381.313,55107.801,43537.52,133736.0,278088.75,63451.711,53901.676,192270.984
57,2004,1,266555.219,76844.523,46796.688,142914.0,290119.063,64195.953,53388.262,192111.938
58,2005,1,261377.984,77788.539,35083.445,148506.0,286019.063,65288.777,53368.059,187987.031
59,2006,1,260718.281,74399.953,29910.324,156408.0,292912.75,65275.918,50430.832,189147.547
60,2007,1,306168.531,73519.789,43696.742,188952.0,295628.25,63981.672,50310.512,209599.656
61,2008,1,339758.188,73507.789,56499.414,209751.0,294498.0,64048.758,49398.457,196458.609
62,2009,1,304713.844,63258.207,50083.645,191372.0,304713.844,63258.207,50083.645,191372.0
63,2010,1,332146.906,86941.781,46683.113,198522.0,308837.0,62974.223,50976.938,193019.031
64,2011,1,390480.438,112621.867,57127.563,220731.0,298309.906,63701.883,51356.023,186822.688
65,2012,1,404023.875,93661.984,60925.875,249436.0,295117.063,64741.133,50541.406,199381.328
66,2013,1,436567.125,134310.844,56274.27,245982.0,314150.688,66523.836,53725.773,193721.688
67,2014,1,440488.5,110213.828,59120.664,271154.0,320874.719,66678.773,54447.242,203503.375
68,1947,2,1576.643,531.245,328.398,717.0,13989.783,1167.915,3977.984,4950.974
69,1948,2,1884.308,670.891,370.417,843.0,12894.654,1271.017,4023.754,5295.559
70,1949,2,1685.322,602.628,381.694,701.0,12147.253,1392.065,4016.565,4565.883
71,1950,2,2161.18,746.585,417.594,997.0,15121.16,1490.674,3996.537,6160.405
72,1951,2,2464.426,853.577,465.849,1145.0,15516.587,1577.47,4188.887,6347.358
73,1952,2,2465.387,807.22,513.167,1145.0,15260.59,1675.084,4233.358,6379.541
74,1953,2,2568.498,774.451,569.046,1225.0,16936.244,1726.741,4323.933,6913.873
75,1954,2,2391.049,738.561,617.489,1035.0,16407.955,1752.957,4417.942,5831.972
76,1955,2,2801.344,874.389,623.955,1303.0,18937.479,1860.897,4490.563,7332.17
77,1956,2,2868.154,853.488,672.666,1342.0,18727.77,1982.324,4644.311,7418.873
78,1957,2,2640.183,778.904,684.279,1177.0,18029.898,2055.776,4689.202,6429.586
79,1958,2,2597.438,778.016,742.421,1077.0,17363.301,2191.146,4675.759,5813.765
80,1959,2,3176.573,900.162,776.411,1500.0,18699.582,2275.406,4775.74,7947.863
81,1960,2,3264.231,890.883,780.349,1593.0,19784.211,2280.427,4924.024,8465.749
82,1961,2,3381.949,892.698,808.25,1681.0,20617.061,2299.687,5244.924,8971.554
83,1962,2,3778.662,1071.392,847.269,1860.0,22450.621,2337.288,5302.013,9781.236
84,1963,2,4234.573,1135.872,867.701,2231.0,24279.395,2375.709,5312.097,11604.682
85,1964,2,4664.483,1325.42,926.063,2413.0,25494.385,2501.999,4891.172,12173.958
86,1965,2,5054.149,1429.823,1030.326,2594.0,27036.305,2698.966,4974.892,12837.771
87,1966,2,5525.261,1462.64,1129.621,2933.0,28957.461,2843.421,5089.927,14099.605
88,1967,2,5840.853,1550.437,1165.417,3125.0,28945.777,2982.83,5216.348,14698.965
89,1968,2,6785.089,1817.25,1275.839,3692.0,32444.316,3135.309,5228.217,16900.119
90,1969,2,7673.589,2021.88,1434.709,4217.0,33046.293,3291.342,5451.364,18126.719
91,1970,2,7689.478,1983.549,1559.928,4146.0,31199.768,3543.639,5419.504,17025.996
92,1971,2,8864.252,2266.807,1715.445,4882.0,32815.422,3823.091,5468.511,19151.105
93,1972,2,11443.344,2791.465,1872.879,6779.0,40048.008,4027.871,5925.526,25402.832
94,1973,2,13431.972,3195.073,2213.899,8023.0,37591.801,4436.754,6410.393,25998.898
95,1974,2,14548.504,3237.123,2547.381,8764.0,39781.516,4850.421,6488.886,25440.504
96,1975,2,13730.529,2976.783,2751.746,8002.0,37605.973,5062.37,6089.574,21921.486
97,1976,2,16931.08,3881.892,3175.188,9874.0,39190.234,5381.284,6976.957,24660.34
98,1977,2,20043.381,4204.164,3460.217,12379.0,40427.855,5720.072,7567.031,28287.098
99,1978,2,22762.123,4751.049,3997.073,14014.0,41138.645,6115.219,8534.614,29356.07
100,1979,2,25030.205,5499.726,4588.479,14942.0,40547.977,6546.046,9261.891,27986.514
101,1980,2,24888.775,5397.072,5353.703,14138.0,41514.949,6993.692,9407.918,24433.998
102,1981,2,26065.082,4868.996,5779.085,15417.0,41215.563,7442.629,9396.764,24971.656
103,1982,2,24097.852,4906.499,6294.354,12897.0,39249.387,7718.39,8498.813,20857.795
104,1983,2,26068.396,5534.652,6679.744,13854.0,42332.598,7934.648,8624.417,22060.861
105,1984,2,26921.18,5346.445,7406.734,14168.0,43596.836,8112.072,8704.974,22215.254
106,1985,2,24640.273,4930.83,8148.444,11561.0,40174.285,8330.506,9252.401,18202.0
107,1986,2,26310.189,5106.446,8933.743,12270.0,41737.832,8547.454,9249.77,19516.152
108,1987,2,27671.492,6785.178,10155.315,10731.0,42404.648,8667.992,9886.851,16340.796
109,1988,2,29267.473,5679.732,11379.74,12208.0,40736.539,8667.038,10821.181,17349.289
110,1989,2,29755.141,6068.987,11447.153,12239.0,40427.469,8690.329,11008.736,16924.801
111,1990,2,31026.717,6337.772,11753.945,12935.0,40676.871,8859.839,10936.99,17356.592
112,1991,2,29906.533,5719.68,11666.853,12520.0,39792.816,9071.218,11021.383,16805.82
113,1992,2,34213.57,6167.484,12425.087,15621.0,42035.75,9274.677,11124.242,20393.482
114,1993,2,36223.809,5902.41,13131.397,17190.0,40641.813,9449.567,11812.64,21527.596
115,1994,2,39968.672,8116.419,13388.255,18464.0,42955.332,9542.04,12453.487,22372.471
116,1995,2,40497.781,9741.323,12254.459,18502.0,42677.57,9505.579,15037.727,21804.768
117,1996,2,39534.996,8525.372,12164.624,18845.0,42452.0,9425.548,15297.578,22173.457
118,1997,2,38171.0,8229.018,12189.982,17752.0,40544.352,9178.01,15535.682,20646.42
119,1998,2,41663.828,8120.135,12570.694,20973.0,44658.688,8866.031,16162.691,24881.66
120,1999,2,45065.781,7902.029,13737.75,23426.0,49181.18,8701.917,16441.34,28088.729
121,2000,2,38920.734,8687.476,13489.26,16744.0,42604.75,8642.883,16642.92,19999.762
122,2001,2,38641.445,8439.304,13237.14,16965.0,44108.051,8609.549,16148.742,20697.605
123,2002,2,39191.199,8218.728,13299.473,17673.0,45604.117,8471.194,15693.903,21699.572
124,2003,2,41056.559,8439.471,14275.087,18342.0,46774.781,8515.666,15103.702,21690.852
125,2004,2,45072.785,8414.422,15113.363,21545.0,49819.641,8819.3,14632.659,23938.889
126,2005,2,46320.887,10676.116,13088.771,22556.0,49857.777,9036.995,15307.73,23851.369
127,2006,2,47359.41,11807.152,16807.258,18745.0,49806.438,9249.974,19134.662,19304.244
128,2007,2,43968.445,10016.61,17960.836,15991.0,44275.352,9315.429,19473.871,15470.422
129,2008,2,43781.688,8696.711,18820.977,16264.0,41488.855,9305.32,19247.539,14201.886
130,2009,2,40321.023,9338.561,18084.463,12898.0,40321.023,9338.561,18084.463,12898.0
131,2010,2,43945.926,10335.587,19597.34,14013.0,41274.004,9503.869,18887.988,12919.494
132,2011,2,47092.113,10228.997,20174.117,16689.0,42259.758,9779.851,18490.178,14106.281
133,2012,2,45700.059,10808.382,22825.676,12066.0,40350.336,10128.924,18654.178,10051.481
134,2013,2,47517.242,11592.927,22576.316,13348.0,40832.926,10513.534,19492.193,10948.701
135,2014,2,53969.102,12365.537,23933.564,17670.0,45990.742,10796.948,19687.934,14284.56
136,1947,3,3657.648,1372.169,577.479,1708.0,101877.141,33634.906,14443.41,16890.822
137,1948,3,5309.86,2317.464,714.396,2278.0,116999.625,35180.633,15446.674,19989.471
138,1949,3,4717.917,2191.685,726.232,1800.0,107378.961,36703.523,14146.896,15644.013
139,1950,3,5149.55,2847.343,438.208,1864.0,115942.398,38385.133,15087.114,15805.986
140,1951,3,5870.362,2699.207,905.155,2266.0,130147.375,40021.531,17068.744,17692.068
141,1952,3,6134.489,3140.263,743.226,2251.0,133581.984,42251.355,18517.115,17278.17
142,1953,3,6715.602,3140.496,1026.106,2549.0,139640.016,44847.527,19552.607,19001.119
143,1954,3,6955.474,3621.026,938.448,2396.0,141364.281,47818.344,20063.182,18223.305
144,1955,3,7387.608,3705.335,1262.274,2420.0,151287.641,51166.922,22047.521,17788.885
145,1956,3,8000.219,4035.736,1223.484,2741.0,158507.766,54552.641,22858.479,18907.359
146,1957,3,8811.858,3984.687,1486.172,3341.0,163500.25,57513.211,22751.934,22468.057
147,1958,3,8301.429,4078.263,1220.166,3003.0,155349.547,59897.414,20837.105,20516.5
148,1959,3,8553.13,4011.126,1290.004,3252.0,160580.0,61702.359,20477.029,22116.43
149,1960,3,8608.785,3770.247,1451.538,3387.0,161540.938,63680.613,19619.24,22865.051
150,1961,3,8913.523,4274.866,1158.657,3480.0,165063.375,65225.387,19077.1,23505.57
151,1962,3,9224.36,4424.691,1134.67,3665.0,168465.219,66762.25,18757.805,24765.186
152,1963,3,9399.074,4057.176,1452.898,3889.0,174021.719,70024.094,18226.328,26800.359
153,1964,3,9543.207,3959.685,1622.523,3961.0,178998.484,71114.898,17559.832,29982.59
154,1965,3,10076.306,4615.656,1174.65,4286.0,187214.125,73121.773,17741.598,32765.078
155,1966,3,10875.956,4108.39,1769.566,4998.0,199732.797,74847.219,17627.414,37757.797
156,1967,3,11793.155,4568.997,1860.159,5364.0,213152.422,76589.906,17761.299,40403.734
157,1968,3,12300.971,5499.795,1457.175,5344.0,216823.328,77742.781,17291.789,39110.07
158,1969,3,13138.35,5156.615,2047.734,5934.0,225805.797,79335.836,17217.119,42659.957
159,1970,3,13988.668,5752.753,1753.916,6482.0,230181.969,79912.695,17463.918,45641.457
160,1971,3,14628.279,5953.79,1832.49,6842.0,228070.375,80707.984,16849.281,46802.105
161,1972,3,14601.732,5349.982,2502.75,6749.0,227792.906,80273.688,17988.154,45119.668
162,1973,3,16759.617,6491.21,2802.407,7466.0,226150.344,81103.68,17461.127,46191.918
163,1974,3,26968.398,11336.868,3525.531,12106.0,221476.469,79019.367,18531.402,63130.996
164,1975,3,31057.811,13097.165,4360.646,13600.0,209533.75,80147.258,19445.281,63003.797
165,1976,3,35096.961,15307.845,4932.117,14857.0,212101.609,81793.953,20229.736,64185.426
166,1977,3,41302.664,17618.9,5966.763,17717.0,216947.266,83804.172,22335.625,70718.078
167,1978,3,45357.695,19147.043,7590.654,18620.0,219620.547,88174.211,24090.041,68794.797
168,1979,3,60776.805,22768.898,9192.906,28815.0,215653.109,94883.516,25870.605,95036.281
169,1980,3,89646.758,41282.156,12375.601,35989.0,215810.766,107042.172,30203.674,103008.188
170,1981,3,116887.906,50058.488,19097.422,47732.0,216239.313,106770.023,35469.02,121325.813
171,1982,3,114727.25,48596.297,20164.953,45966.0,203457.703,121265.297,38033.711,112697.672
172,1983,3,114573.641,58317.328,9205.313,47051.0,194803.922,158106.344,35911.637,110151.0
173,1984,3,120674.555,52174.273,15500.281,53000.0,210337.203,165615.266,36273.629,121423.18
174,1985,3,112285.125,49850.121,18371.004,44064.0,209080.766,166092.016,35587.359,99214.203
175,1986,3,68161.141,33602.961,9331.176,25227.0,198159.156,167449.656,29718.367,60698.73
176,1987,3,74397.891,39377.641,7042.251,27978.0,202693.188,164775.469,27167.805,65238.07
177,1988,3,66709.25,28305.047,12547.203,25857.0,207305.125,137283.563,27134.787,59507.043
178,1989,3,72293.547,32499.68,12917.863,26876.0,197906.875,136099.297,27627.996,59055.156
179,1990,3,84775.75,39308.809,13772.945,31694.0,200611.766,134728.203,28664.965,66104.914
180,1991,3,76638.242,30385.615,13610.629,32642.0,205188.844,133724.234,27411.529,67467.242
181,1992,3,75926.75,33516.984,7803.769,34606.0,198981.219,136830.156,26137.189,69945.023
182,1993,3,75787.492,30626.092,11116.398,34045.0,199297.469,135229.0,25421.74,67787.672
183,1994,3,69907.906,30571.605,9999.298,29337.0,197686.453,135108.484,24170.395,57650.133
184,1995,3,67991.547,28593.678,12199.871,27198.0,201452.5,133098.219,23812.025,51654.195
185,1996,3,89777.438,39312.094,13342.341,37123.0,204325.234,132685.078,22382.563,66853.359
186,1997,3,95343.672,39834.434,12872.236,42637.0,216055.406,132084.656,21738.244,76148.375
187,1998,3,70435.211,25251.039,11904.169,33280.0,209787.391,145572.391,20320.193,68363.43
188,1999,3,83590.938,35121.688,7241.247,41228.0,206516.891,148773.375,18321.957,76136.656
189,2000,3,142723.328,52212.051,13852.28,76659.0,220016.641,144029.75,18154.939,110380.133
190,2001,3,139851.891,59844.773,14551.119,65456.0,223646.813,145664.438,18528.975,94790.961
191,2002,3,114647.32,54741.953,13526.368,46379.0,207531.516,145127.344,17032.197,71818.57
192,2003,3,163324.906,76722.555,13982.358,72620.0,206680.563,143637.297,18542.334,92576.773
193,2004,3,195328.953,99639.742,10223.214,85466.0,206713.672,144640.719,19373.697,95497.0
194,2005,3,255880.453,137397.578,14086.872,104396.0,203975.609,145215.922,20584.902,96653.109
195,2006,3,264857.188,151008.875,21072.322,92776.0,202658.453,146563.656,22380.613,82694.695
196,2007,3,285683.406,174550.969,22779.449,88353.0,205905.563,149079.063,24290.59,75718.594
197,2008,3,381748.875,238949.719,27954.146,114845.0,212643.156,151694.438,25672.318,83000.883
198,2009,3,217340.844,152327.984,25970.863,39042.0,217340.844,152327.984,25970.863,39042.0
199,2010,3,282465.406,173834.563,28283.857,80347.0,221526.891,151639.094,25957.73,70320.672
200,2011,3,332313.0,211135.953,30005.063,91172.0,232674.063,153338.797,29175.338,74817.0
201,2012,3,329681.063,220904.453,34940.605,73836.0,255202.875,156293.922,31878.141,65020.52
202,2013,3,384326.563,262254.875,38534.695,83537.0,281101.125,159153.969,32070.787,69971.602
203,2014,3,424951.281,283589.344,42848.941,98513.0,315941.938,162316.328,33566.641,80253.031
204,1947,4,5536.291,1377.405,1889.885,2269.0,64232.652,17621.244,32807.066,23447.348
205,1948,4,6101.323,1677.857,2148.467,2275.0,54850.641,18081.014,33480.102,20451.277
206,1949,4,5649.634,1125.664,1791.97,2732.0,50762.277,18313.541,28658.102,24316.867
207,1950,4,6473.995,1546.412,2008.583,2919.0,56741.742,18451.254,30013.385,25246.496
208,1951,4,7345.569,1580.764,2295.805,3469.0,59070.801,18730.287,30500.031,27291.322
209,1952,4,7098.189,1205.406,2235.783,3657.0,56245.691,19348.871,29183.484,28496.842
210,1953,4,7652.967,1244.791,2274.176,4134.0,59207.063,19443.072,27688.883,31588.6
211,1954,4,7110.12,1228.88,1934.241,3947.0,57681.785,19619.021,24055.279,30401.293
212,1955,4,8175.851,1723.49,2073.36,4379.0,64696.598,19794.67,25117.059,32769.59
213,1956,4,8708.216,1894.067,2361.149,4453.0,63628.051,20245.783,26675.609,31673.662
214,1957,4,7920.027,1634.468,2436.559,3849.0,58450.508,20657.574,26202.686,26799.889
215,1958,4,6705.887,1369.393,2070.493,3266.0,51445.492,20573.475,22703.926,22829.582
216,1959,4,7048.119,1282.638,1969.481,3796.0,53474.816,20278.34,22305.246,26096.521
217,1960,4,7504.709,1440.059,2143.651,3921.0,57386.797,20095.57,22522.25,26698.896
218,1961,4,7430.349,1424.998,2048.351,3957.0,57320.617,20276.047,21497.125,26960.551
219,1962,4,7418.585,1408.431,2070.154,3940.0,57188.773,20714.756,21464.076,26711.865
220,1963,4,7488.275,1620.023,2109.252,3759.0,57621.313,21335.195,21799.35,25439.902
221,1964,4,8160.865,1762.429,2224.436,4174.0,59371.512,21983.041,22378.082,27737.904
222,1965,4,8762.517,1612.72,2381.797,4768.0,64441.707,22928.625,22551.65,31447.039
223,1966,4,9174.615,1895.11,2558.505,4721.0,66839.117,24026.799,23044.17,30602.191
224,1967,4,8933.597,1383.294,2618.303,4932.0,64057.238,25118.986,22382.281,31416.012
225,1968,4,9622.488,1661.461,2605.027,5356.0,66627.219,26012.184,21925.039,33174.359
226,1969,4,10571.342,1465.631,3073.711,6032.0,68793.047,26775.348,22956.809,35813.098
227,1970,4,12573.968,2243.853,3471.115,6859.0,72384.125,27777.992,23659.902,38703.305
228,1971,4,12081.602,1917.138,3622.464,6542.0,66779.0,29313.461,22645.381,35517.672
229,1972,4,12718.743,1938.472,4069.271,6711.0,66936.563,31265.182,23205.746,35615.348
230,1973,4,15573.141,2914.673,4500.468,8158.0,74448.141,33150.449,23835.264,40396.137
231,1974,4,23594.949,5680.455,5389.495,12525.0,79367.945,35495.18,26578.154,50985.102
232,1975,4,27709.945,5654.192,6749.754,15306.0,75332.742,38290.563,27831.83,54382.66
233,1976,4,28857.393,5193.672,7531.72,16132.0,76291.867,41530.91,28515.631,54643.996
234,1977,4,29608.809,6153.143,8449.666,15006.0,76517.039,45362.805,29461.381,47669.875
235,1978,4,33729.648,6661.177,9629.474,17439.0,79838.188,50069.367,28905.529,51255.0
236,1979,4,42967.621,7731.751,11650.871,23585.0,90198.852,54863.309,31118.387,62255.832
237,1980,4,47965.992,7830.715,12806.276,27329.0,90270.266,57597.422,30258.666,63508.547
238,1981,4,49583.398,7279.617,13862.783,28441.0,88282.961,58924.648,29558.979,60807.746
239,1982,4,41903.48,6598.441,13559.038,21746.0,75092.852,59925.195,27083.916,45424.352
240,1983,4,41866.141,6879.897,12171.242,22815.0,76169.086,58879.492,22688.207,46264.754
241,1984,4,46834.117,8216.99,12762.125,25855.0,86775.469,57007.645,23949.506,51836.484
242,1985,4,44451.297,7276.581,12322.715,24852.0,83747.367,56129.16,23386.434,49312.461
243,1986,4,42719.051,6859.119,11278.934,24581.0,83371.992,54463.398,21667.846,49459.746
244,1987,4,43391.383,6534.264,11877.119,24980.0,83315.039,51408.305,21619.736,49049.637
245,1988,4,48600.973,9884.647,12362.326,26354.0,92666.18,49059.648,21676.557,49907.207
246,1989,4,49964.93,9823.906,12745.021,27396.0,93784.883,47992.086,22619.695,50293.73
247,1990,4,52576.93,9698.814,13393.113,29485.0,98479.453,46520.965,23711.584,52816.836
248,1991,4,53032.805,10441.203,12770.604,29821.0,102468.281,45273.816,22518.928,53423.504
249,1992,4,51841.496,10399.327,12668.169,28774.0,100496.438,44200.559,21306.93,51080.219
250,1993,4,48203.957,9440.158,12260.8,26503.0,97270.406,43848.391,20340.717,47024.484
251,1994,4,52590.207,11902.793,12820.413,27867.0,105014.742,45209.781,20135.51,48681.934
252,1995,4,53164.172,11356.307,13210.867,28597.0,102783.234,47653.703,20466.328,48286.98
253,1996,4,53185.855,11877.985,13241.87,28066.0,105784.953,50141.852,20224.27,47174.504
254,1997,4,54969.66,11512.897,14277.764,29179.0,111007.914,50915.867,19872.869,48869.5
255,1998,4,53991.672,13639.791,14456.883,25895.0,113183.078,50588.395,18914.693,43644.977
256,1999,4,51728.078,14403.731,13983.347,23341.0,110632.898,49187.613,17519.1,39229.891
257,2000,4,53359.109,14047.87,13508.24,25803.0,112325.203,47375.223,16862.838,41311.902
258,2001,4,53547.0,13575.03,13640.971,26331.0,111243.344,45411.117,16902.672,41247.887
259,2002,4,53347.777,14034.646,12731.133,26582.0,106330.703,43166.801,15301.259,40940.102
260,2003,4,55935.453,15663.91,12904.545,27367.0,106747.852,41165.32,14791.038,40385.156
261,2004,4,65947.875,19187.807,13879.07,32881.0,110708.352,40407.738,15980.604,44525.242
262,2005,4,82541.953,27372.859,14798.091,40371.0,116991.305,41154.867,16792.254,48532.172
263,2006,4,98011.82,34856.438,16103.386,47052.0,122560.75,43184.957,18011.313,52370.191
264,2007,4,101912.953,40035.938,16751.012,45126.0,118762.023,45379.145,18058.215,47911.582
265,2008,4,114767.0,43321.234,17923.77,53522.0,118330.125,47019.141,17972.332,50569.738
266,2009,4,102807.828,47956.844,16246.983,38604.0,102807.828,47956.844,16246.983,38604.0
267,2010,4,112620.563,58044.934,17152.629,37423.0,103907.0,48865.949,16294.748,35345.734
268,2011,4,133318.953,67549.125,18344.822,47425.0,111929.219,51237.461,17910.617,40816.063
269,2012,4,131140.125,60984.875,16755.246,53400.0,110215.742,55077.234,18229.133,45027.191
270,2013,4,123439.828,55988.52,15215.313,52236.0,108632.781,57797.109,17625.008,44346.344
271,2014,4,131674.609,55875.996,14662.613,61136.0,117531.578,59979.004,18353.082,52170.945
272,1947,5,1519.851,112.614,342.237,1065.0,16716.75,1181.914,15461.603,10654.262
273,1948,5,2062.656,104.423,564.234,1394.0,19233.154,1219.848,15869.306,12774.927
274,1949,5,2023.701,165.528,460.173,1398.0,18758.529,1285.506,13654.601,12435.511
275,1950,5,2373.722,242.144,453.578,1678.0,21479.275,1371.235,14306.951,14466.765
276,1951,5,2811.694,229.934,544.76,2037.0,23449.094,1432.522,14425.847,16156.41
277,1952,5,3188.702,266.546,540.156,2382.0,26251.666,1512.251,13858.563,18515.352
278,1953,5,3487.629,205.204,658.425,2624.0,27924.465,1660.89,13212.905,19784.363
279,1954,5,3729.526,244.13,676.396,2809.0,31193.65,1826.137,11523.372,20721.453
280,1955,5,4057.458,279.618,738.84,3039.0,32624.086,1974.503,11963.119,21566.957
281,1956,5,4246.495,344.763,734.731,3167.0,31461.029,2102.796,12625.198,21273.594
282,1957,5,4145.437,356.018,764.418,3025.0,30205.316,2253.072,12342.537,19691.445
283,1958,5,3752.351,322.883,747.468,2682.0,28668.039,2412.678,10670.591,17328.939
284,1959,5,3673.429,416.649,651.781,2605.0,28104.029,2563.724,10895.979,16402.217
285,1960,5,3114.23,289.569,772.662,2052.0,23865.178,2684.382,10305.571,12768.341
286,1961,5,2801.072,445.536,642.536,1713.0,21589.41,2807.182,10150.529,10674.227
287,1962,5,2679.067,535.268,575.799,1568.0,20494.906,2941.65,10008.925,9731.877
288,1963,5,2449.873,454.129,664.744,1331.0,18694.443,3103.531,9702.099,8300.593
289,1964,5,2627.889,438.663,708.227,1481.0,19559.049,3340.219,9692.136,9107.121
290,1965,5,2648.858,562.313,609.544,1477.0,19805.527,3626.405,9835.701,8920.159
291,1966,5,2665.682,472.093,737.59,1456.0,19369.387,3922.323,9843.635,8614.365
292,1967,5,2638.785,451.403,860.382,1327.0,19069.939,4221.108,9798.845,7684.29
293,1968,5,2781.83,661.099,733.731,1387.0,19850.605,4424.338,9582.26,7806.168
294,1969,5,3038.326,620.442,835.884,1582.0,21040.803,4594.299,9764.29,8549.965
295,1970,5,3022.37,711.494,824.876,1486.0,19998.332,4697.994,9645.217,7694.299
296,1971,5,2873.158,717.872,873.286,1282.0,18561.545,4750.328,9088.657,6490.811
297,1972,5,3324.033,643.309,991.724,1689.0,21496.645,4859.086,9030.991,8396.302
