,Year,Industry,GO_nom,CAP_nom,LAB_nom,INT_nom,GO_const,CAP_const,LAB_const,INT_const
1932,1975,29,17873.25,2645.641,4152.61,11075.0,47857.211,5170.747,21642.596,40673.547
1933,1976,29,20341.379,2544.917,5453.462,12343.0,52665.73,4996.068,21683.754,43054.977
1934,1977,29,23161.117,2858.046,6260.071,14043.0,56675.25,5161.318,22223.666,45314.621
1935,1978,29,26150.678,3167.585,7076.093,15907.0,64942.895,5533.149,23320.184,48336.32
1936,1979,29,24550.018,2645.771,8241.246,13663.0,58720.449,6347.05,25007.164,36351.305
1937,1980,29,36818.047,4078.603,8323.443,24416.0,68966.977,7120.682,25182.064,53144.113
1938,1981,29,32795.699,4212.137,8739.562,19844.0,56176.855,7447.756,24562.979,38570.984
1939,1982,29,39580.633,2794.176,10224.456,26562.0,70281.719,7379.842,24119.895,51859.656
1940,1983,29,43031.895,3994.469,11616.428,27421.0,78424.984,7395.935,24889.799,54343.133
1941,1984,29,49383.164,5474.301,12439.864,31469.0,85437.172,7571.818,27032.014,61889.59
1942,1985,29,52875.516,5029.3,13394.216,34452.0,93411.578,7833.739,29259.979,67117.336
1943,1986,29,57039.645,6222.122,13753.524,37064.0,102435.656,8190.745,31419.367,77926.125
1944,1987,29,66412.766,7532.283,15810.484,43070.0,114624.969,8412.619,34764.121,87697.508
1945,1988,29,74044.563,8190.899,21071.662,44782.0,121273.828,8417.802,34849.723,90003.219
1946,1989,29,76326.617,6293.338,23272.281,46761.0,125046.852,8505.162,36745.945,89817.914
1947,1990,29,79106.164,4946.169,25544.996,48615.0,129082.836,8636.1,40162.543,87522.047
1948,1991,29,79410.742,5230.276,25991.465,48189.0,125725.977,8837.722,39364.957,87381.227
1949,1992,29,81026.273,6909.384,27065.887,47051.0,130203.195,9381.171,38216.281,84813.25
1950,1993,29,86588.5,9428.538,28833.965,48326.0,134015.844,10174.746,38832.77,86379.727
1951,1994,29,90175.797,12238.209,30078.586,47859.0,142902.281,10873.447,40503.094,84508.758
1952,1995,29,96135.797,13209.396,30970.398,51956.0,151037.188,12085.498,41571.578,89529.914
1953,1996,29,102418.938,16328.956,30197.984,55892.0,159959.438,14064.374,43028.035,93450.82
1954,1997,29,111741.648,18872.543,31703.105,61166.0,171835.391,16576.918,44330.145,101463.07
1955,1998,29,107616.711,19705.033,30344.68,57567.0,168635.969,19720.859,46499.801,101156.227
1956,1999,29,110788.625,19247.715,32992.906,58548.0,165877.469,21771.689,48356.289,98233.25
1957,2000,29,119834.25,16086.652,36061.602,67686.0,155122.328,23541.875,49311.758,96009.867
1958,2001,29,105902.953,15040.058,31664.895,59198.0,122165.789,25391.824,49352.25,87048.203
1959,2002,29,96152.203,16228.656,30189.543,49734.0,115940.5,25104.611,46335.676,74003.422
1960,2003,29,106738.492,16336.222,33627.27,56775.0,122335.461,23196.342,43864.332,79004.492
1961,2004,29,115511.672,17892.084,35724.586,61895.0,134883.844,21799.164,43654.691,78521.047
1962,2005,29,128367.766,21144.16,33619.609,73604.0,141133.047,20615.852,42587.305,80430.102
1963,2006,29,140266.594,23029.215,36780.375,80457.0,144012.344,19635.316,40999.754,81103.391
1964,2007,29,150736.813,20821.9,42682.914,87232.0,151480.266,19179.188,41633.918,83563.563
1965,2008,29,160194.219,17487.453,41699.766,101007.0,145913.984,19035.949,41832.844,83731.508
1966,2009,29,130995.375,18996.957,39396.422,72602.0,130995.375,18996.957,39396.422,72602.0
1967,2010,29,148563.469,26490.445,40655.023,81418.0,136420.109,17276.797,40160.91,73005.563
1968,2011,29,164568.0,23854.268,44637.727,96076.0,139462.391,16873.064,41729.457,76120.297
1969,2012,29,172697.422,23962.068,46003.359,102732.0,139256.984,16594.92,41944.75,80132.914
1970,2013,29,173604.188,26673.143,47759.043,99172.0,141639.859,16636.758,40168.676,78252.703
1971,2014,29,179614.141,28336.264,49954.883,101323.0,145211.984,16850.563,41501.129,80882.398
1972,1947,30,9442.489,2706.845,5055.56,1680.084,59798.684,17476.191,125527.453,13352.343
1973,1948,30,10405.584,3355.54,5453.235,1596.809,57033.008,17983.656,128235.609,11343.689
1974,1949,30,9738.421,3020.623,5031.82,1685.978,51543.609,18306.578,111610.391,11705.496
1975,1950,30,10834.413,3550.955,5202.512,2080.947,57128.133,18262.596,110233.563,14142.749
1976,1951,30,11732.441,3746.023,6079.333,1907.086,61527.137,18339.02,115847.086,12055.62
1977,1952,30,11940.508,3851.094,6206.149,1883.265,59469.316,18354.184,111534.781,11659.579
1978,1953,30,12035.266,3868.976,6233.196,1933.094,58714.191,18327.236,109923.086,11743.058
1979,1954,30,9674.318,2989.749,5744.603,939.966,48913.023,18070.676,98247.102,5741.989
1980,1955,30,10249.119,3644.296,5853.818,751.005,53447.941,17743.342,99076.203,4508.085
1981,1956,30,10724.658,3475.914,6326.559,922.185,55570.832,17572.623,98522.438,5376.19
1982,1957,30,10433.641,3340.344,6418.912,674.386,52144.426,17450.488,94336.461,3847.195
1983,1958,30,9379.428,2680.23,5852.455,846.742,45982.859,17136.893,81499.211,4798.672
1984,1959,30,10109.13,2484.049,5969.185,1655.896,49669.453,16630.895,79996.563,9233.642
1985,1960,30,10086.578,2293.27,5869.3,1924.008,50988.297,16369.886,76739.031,10662.742
1986,1961,30,9782.398,2162.733,5585.66,2034.006,50718.23,16138.863,72382.859,11235.321
1987,1962,30,10613.422,2412.402,5676.073,2524.948,56092.223,15807.116,72337.875,13884.627
1988,1963,30,11442.745,2418.534,5638.211,3386.0,61554.637,15575.099,71088.422,18618.717
1989,1964,30,11832.369,2473.987,5790.382,3568.0,64828.707,15609.338,71450.055,19463.234
1990,1965,30,12416.383,2669.802,6001.58,3745.0,69106.25,15637.101,70250.336,20106.303
1991,1966,30,12997.884,3007.564,6184.319,3806.0,72801.242,15645.374,68634.07,19936.096
1992,1967,30,12688.636,2403.678,6280.957,4004.0,70301.5,15624.826,66105.508,20514.396
1993,1968,30,13196.116,2463.576,6474.541,4258.0,69812.703,15344.007,63114.488,21349.779
1994,1969,30,13806.81,2610.234,6761.575,4435.0,68007.008,15182.962,60863.871,21508.244
1995,1970,30,14336.946,2471.313,7201.634,4664.0,69167.813,15174.767,59223.77,21790.32
1996,1971,30,15186.601,2851.663,7656.938,4678.0,65955.938,14855.035,55552.152,21066.379
1997,1972,30,16072.026,3030.676,7815.35,5226.0,70232.625,14806.922,53676.598,23071.83
1998,1973,30,17791.932,2796.657,9044.275,5951.0,75709.016,14569.714,53724.648,24753.547
1999,1974,30,20337.781,3291.222,9756.559,7290.0,74621.477,17545.354,53271.02,26549.639
2000,1975,30,20324.674,5035.704,7584.97,7704.0,64862.969,14690.831,49844.93,25500.645
2001,1976,30,21410.914,3991.268,11067.646,6352.0,62071.922,14591.609,47761.977,19836.98
2002,1977,30,24675.414,4039.748,12068.666,8567.0,66361.57,14057.3,46986.453,24656.078
2003,1978,30,26387.004,4414.368,13196.636,8776.0,66769.789,14743.669,46079.355,23576.189
2004,1979,30,29901.072,4681.461,14969.61,10250.0,66050.352,14455.293,46535.457,24053.693
2005,1980,30,33632.313,5336.792,15791.519,12504.0,64106.066,14814.638,44146.152,24244.305
2006,1981,30,37275.375,6225.482,16231.893,14818.0,62362.707,15048.758,41105.605,25668.209
2007,1982,30,33514.488,3556.275,15348.215,14610.0,52523.711,15660.063,34919.719,25251.039
2008,1983,30,32740.125,5328.063,15143.063,12269.0,50315.238,15290.982,30308.195,21289.998
2009,1984,30,36054.43,5943.981,16212.449,13898.0,53087.961,14833.54,31051.684,23839.99
2010,1985,30,33503.703,7491.85,14061.854,11950.0,49723.805,14714.897,30225.979,20282.082
2011,1986,30,31566.537,11927.427,10830.11,8809.0,46836.594,14667.068,27646.205,15803.448
2012,1987,30,32252.598,8143.509,13094.088,11015.0,47981.914,14355.327,26598.941,19093.762
2013,1988,30,34238.34,6047.326,15627.015,12564.0,50287.688,13974.575,24630.055,21176.113
2014,1989,30,34529.219,5142.495,13867.726,15519.0,51595.766,14123.047,25103.984,24977.869
2015,1990,30,35118.789,5125.925,13807.865,16185.0,52485.09,13847.246,24757.846,24620.088
2016,1991,30,34687.16,5506.452,15146.71,14034.0,52752.699,13668.695,23000.334,21346.434
2017,1992,30,35575.469,4781.434,15796.035,14998.0,54313.512,13420.697,22450.459,22545.246
2018,1993,30,35804.734,5631.409,15087.326,15086.0,54294.363,14562.603,21972.049,22306.34
2019,1994,30,37778.332,6614.019,15155.313,16009.0,56609.09,14440.306,22369.922,23160.498
2020,1995,30,39161.789,7815.551,13822.237,17524.0,58626.102,14866.207,23674.123,24507.377
2021,1996,30,39255.613,6073.678,15252.935,17929.0,58936.566,14969.346,22407.99,24494.172
2022,1997,30,39253.527,9167.484,11129.043,18957.0,58631.727,15176.331,22096.535,25539.225
2023,1998,30,39230.48,10654.966,11875.515,16700.0,57879.66,15339.105,22404.012,23949.176
2024,1999,30,39831.766,11081.842,11909.926,16840.0,58564.363,15510.445,21736.992,23406.77
2025,2000,30,40521.117,9150.607,14618.511,16752.0,58613.789,15450.794,20452.549,22297.945
2026,2001,30,41047.691,7547.208,16219.484,17281.0,58372.887,15252.382,19300.703,23159.293
2027,2002,30,41910.898,7684.785,14674.112,19552.0,57728.766,14931.36,18925.602,25809.518
2028,2003,30,42852.398,8242.816,15817.584,18792.0,58389.254,14793.187,18623.266,23898.666
2029,2004,30,47251.516,13889.551,12083.967,21278.0,61976.5,15069.631,18859.996,25379.598
2030,2005,30,53273.441,19581.822,9202.618,24489.0,63627.957,15214.732,19817.68,26321.785
2031,2006,30,59910.68,21563.342,11199.338,27148.0,66307.523,15201.731,20111.852,27559.744
2032,2007,30,62399.426,18100.117,14756.31,29543.0,66807.32,15409.268,19880.898,28346.494
2033,2008,30,70036.25,17968.475,20115.779,31952.0,67371.336,15756.344,19552.322,27465.51
2034,2009,30,56252.457,16053.858,18510.6,21688.0,56252.457,16053.858,18510.6,21688.0
2035,2010,30,67984.977,22532.83,13489.148,31963.0,64714.82,16455.813,19073.238,29359.678
2036,2011,30,76837.406,24358.422,14264.981,38214.0,68362.547,16844.912,20489.182,31688.67
2037,2012,30,79767.5,20011.037,22315.465,37441.0,68378.75,17450.354,20741.818,30522.221
2038,2013,30,82235.063,22624.459,21558.602,38052.0,68362.438,17711.16,20525.467,30331.438
2039,2014,30,88765.695,24633.678,22656.02,41476.0,72668.344,17924.049,21084.629,33127.797
2040,1947,31,2063.812,274.072,197.02,1592.72,13958.604,4536.93,4553.628,13898.416
2041,1948,31,1893.566,320.011,170.022,1403.533,11168.177,4615.142,4660.415,11439.356
2042,1949,31,1993.228,205.434,265.125,1522.668,10980.237,4555.154,4183.771,11922.403
2043,1950,31,2018.204,237.513,279.401,1501.29,11168.896,4364.127,3872.186,11848.493
2044,1951,31,2684.459,325.765,349.326,2009.368,14202.115,4313.131,4303.49,14333.139
2045,1952,31,2550.918,521.348,118.971,1910.6,12911.105,4769.285,4242.368,13254.472
2046,1953,31,2530.921,266.111,426.527,1838.283,11515.607,4322.231,4183.455,12283.317
2047,1954,31,2101.048,427.057,179.943,1494.048,10141.113,4499.464,3953.569,9929.399
2048,1955,31,2297.651,373.715,344.788,1579.149,11333.343,4400.864,4219.775,10390.147
2049,1956,31,2539.273,312.883,467.832,1758.558,12406.32,4342.962,4431.818,11020.079
2050,1957,31,2565.289,549.861,279.988,1735.439,12698.188,4606.16,4703.743,10142.706
2051,1958,31,2028.357,369.72,369.209,1289.427,9007.713,4654.405,4203.566,7422.558
2052,1959,31,2238.179,526.155,251.93,1460.094,9483.737,4849.316,4376.37,8276.076
2053,1960,31,2447.141,309.698,540.197,1597.246,10783.759,4494.058,4408.494,8693.773
2054,1961,31,2352.352,398.338,432.225,1521.789,10054.628,4605.493,4403.602,8181.606
2055,1962,31,2713.579,332.806,554.128,1826.644,11592.276,4415.205,4409.373,9730.868
2056,1963,31,2753.663,659.234,296.429,1798.0,11567.758,4500.883,4392.123,9521.793
2057,1964,31,3024.763,491.94,536.823,1996.0,12411.049,4479.729,4599.486,10511.349
2058,1965,31,3128.584,490.15,552.434,2086.0,12450.77,4542.196,4570.888,10843.122
2059,1966,31,3699.236,547.228,655.008,2497.0,13797.96,4594.443,4786.849,12728.106
2060,1967,31,3963.152,471.339,792.813,2699.0,14140.339,4673.855,4956.775,13494.325
2061,1968,31,4511.169,813.009,593.16,3105.0,15951.047,4821.273,4841.37,15346.217
2062,1969,31,4368.527,674.851,660.676,3033.0,16081.743,4983.907,4545.555,14633.088
2063,1970,31,4725.07,631.987,783.082,3310.0,17491.25,5120.293,4409.508,15428.358
2064,1971,31,4522.598,997.421,322.178,3203.0,16889.42,5426.653,3987.579,14427.928
2065,1972,31,4938.656,923.695,492.961,3522.0,18224.625,5605.193,4028.028,15566.852
2066,1973,31,5785.086,955.07,608.016,4222.0,21433.611,5945.668,4091.551,17871.656
2067,1974,31,7216.484,1121.167,712.317,5383.0,22424.328,6277.093,4040.129,21085.824
2068,1975,31,7880.148,1079.528,823.62,5977.0,22037.449,6576.667,3796.807,21833.789
2069,1976,31,9789.239,1073.993,1174.246,7541.0,26626.699,6945.798,3755.212,26201.314
2070,1977,31,11228.297,1054.097,1410.2,8764.0,30195.641,7525.92,3691.756,28345.029
2071,1978,31,12431.695,1223.614,1572.081,9636.0,31840.795,8267.544,3737.047,29389.699
2072,1979,31,14715.93,1497.162,1784.768,11434.0,32248.941,8961.219,3857.439,32036.086
2073,1980,31,15919.976,2035.62,1485.356,12399.0,32064.658,9708.874,3933.081,30697.434
2074,1981,31,17742.391,2038.641,1910.749,13793.0,33779.457,10252.922,4119.56,31094.727
2075,1982,31,15628.193,1209.647,2266.547,12152.0,29627.291,10548.371,4022.365,26781.857
2076,1983,31,15947.728,1550.398,2155.33,12242.0,27417.088,10780.805,3811.272,26845.314
2077,1984,31,16365.132,1652.975,2307.156,12405.0,27362.203,10949.922,3915.416,26686.6
2078,1985,31,16269.252,2072.36,2005.892,12191.0,25567.994,11187.715,3969.244,25695.557
2079,1986,31,16274.873,1909.813,2188.06,12177.0,25604.098,11414.545,3850.258,25899.695
2080,1987,31,15727.061,2314.956,1924.105,11488.0,24546.596,11644.866,3829.393,23741.914
2081,1988,31,17366.32,2275.276,2288.044,12803.0,26312.434,11505.441,3700.552,25642.412
2082,1989,31,17552.328,2388.039,2340.29,12824.0,26481.029,11331.906,3828.627,24794.09
2083,1990,31,18492.154,2589.012,2563.142,13340.0,27698.906,11068.008,4252.227,24730.266
2084,1991,31,19033.471,2756.646,3004.824,13272.0,27638.26,10794.165,4194.879,24312.59
2085,1992,31,19078.727,2628.996,3161.73,13288.0,27952.225,10342.06,4240.789,23971.715
2086,1993,31,19943.756,2767.595,3242.16,13934.0,28996.584,10096.618,4164.318,24672.426
2087,1994,31,20374.0,3383.048,2977.951,14013.0,29540.668,10451.16,4313.166,24310.398
2088,1995,31,22067.023,3595.566,2759.456,15712.0,31075.26,10874.102,4442.625,26523.068
2089,1996,31,23804.98,3676.436,2973.546,17155.0,33399.336,11157.991,4431.15,28227.998
2090,1997,31,24534.115,4219.805,2359.31,17955.0,34248.613,11925.396,4433.133,29363.184
2091,1998,31,24793.988,4096.832,2364.156,18333.0,33549.0,12669.126,4426.125,31166.91
2092,1999,31,26154.637,4049.274,2532.364,19573.0,32276.42,13130.382,4468.6,31536.801
2093,2000,31,27527.203,4707.68,3325.524,19494.0,31455.58,13099.533,4655.191,28190.889
2094,2001,31,27721.473,4907.645,3602.827,19211.0,30371.465,12647.708,4726.797,27861.006
2095,2002,31,27001.123,3746.524,3629.599,19625.0,28244.455,11905.322,4882.073,28346.717
2096,2003,31,31281.197,4805.91,3787.288,22688.0,30217.924,11349.764,4843.166,30589.188
2097,2004,31,37466.387,5168.787,3983.599,28314.0,35200.277,11064.395,5080.452,35072.027
2098,2005,31,39297.094,5073.134,4238.959,29985.0,36542.535,10859.135,5604.101,33573.691
2099,2006,31,42296.094,8281.444,4989.65,29025.0,39023.23,10796.275,5715.562,30923.717
2100,2007,31,48379.488,8898.567,5824.922,33656.0,45290.699,10805.808,5894.628,33802.703
2101,2008,31,54727.461,10773.388,6072.072,37882.0,47506.707,10838.24,6189.957,33585.715
2102,2009,31,49269.309,10803.49,5857.817,32608.0,49269.309,10803.49,5857.817,32608.0
2103,2010,31,53978.953,9862.217,6025.736,38091.0,49810.414,10603.241,6120.28,35784.34
2104,2011,31,56564.816,8343.014,7183.804,41038.0,50845.141,10301.061,6289.57,35062.328
2105,2012,31,59330.711,7978.816,7029.895,44322.0,53519.852,10025.105,6443.827,37525.398
2106,2013,31,60555.805,10725.989,8041.816,41788.0,55124.492,10256.728,6325.924,35041.465
2107,2014,31,62112.559,10852.923,7752.636,43507.0,54599.313,10536.708,6666.354,36512.336
2108,1947,32,3240.355,687.432,991.006,1561.918,18274.764,3162.787,22969.498,11220.506
2109,1948,32,3911.646,797.027,1133.348,1981.271,20519.633,3603.814,24587.02,13140.174
2110,1949,32,4441.684,608.131,1444.495,2389.058,24299.104,3970.199,24016.537,15556.908
2111,1950,32,5763.091,828.162,1660.048,3274.881,33641.77,4437.859,25217.236,21595.189
2112,1951,32,6347.69,1138.667,1660.545,3548.479,35805.242,4921.027,27192.303,22238.67
2113,1952,32,6719.094,1034.945,1997.779,3686.37,37515.016,5014.041,27911.191,22496.766
2114,1953,32,7492.428,1020.969,2429.457,4042.002,42010.297,5026.739,29460.186,24355.453
2115,1954,32,6570.692,977.586,2528.782,3064.324,37948.34,4950.057,29350.449,18560.992
2116,1955,32,7525.925,1171.871,2810.169,3543.885,39245.129,5020.999,31297.727,20609.512
2117,1956,32,7942.443,1354.454,2958.838,3629.152,43759.582,5288.747,32986.805,21163.248
2118,1957,32,8222.714,1442.172,3184.172,3596.37,43995.52,5477.458,33565.742,20463.693
2119,1958,32,8066.972,1153.852,3388.36,3524.76,43679.871,5516.16,33038.352,19928.082
2120,1959,32,9622.783,1118.031,3897.296,4607.456,48761.148,5622.696,35470.859,25320.709
2121,1960,32,9655.593,1289.534,3950.043,4416.015,49616.789,5879.211,36199.352,24372.258
2122,1961,32,9887.587,1312.903,4095.141,4479.543,51232.328,6156.539,37010.688,24715.195
2123,1962,32,11073.979,1571.661,4429.537,5072.781,53518.789,6505.955,38552.125,27337.943
2124,1963,32,11563.303,1595.315,4674.988,5293.0,59350.965,6841.439,39920.895,29156.109
2125,1964,32,12603.714,1640.42,5076.294,5887.0,63880.551,7213.508,41154.402,32428.115
2126,1965,32,13723.36,1940.094,5512.267,6271.0,64043.887,7615.254,42226.262,33246.738
2127,1966,32,14858.074,2061.986,6047.087,6749.0,68181.828,8011.288,43758.074,34956.234
2128,1967,32,15537.444,2026.049,6262.395,7249.0,69801.438,8314.663,42812.793,36750.316
2129,1968,32,16545.662,2419.089,6818.573,7308.0,69372.703,8531.402,44304.063,35541.289
2130,1969,32,20145.059,2485.578,7512.48,10147.0,76638.461,9050.358,45326.734,46693.66
2131,1970,32,21558.164,2649.385,7917.779,10991.0,79922.953,9807.399,43778.453,48996.969
2132,1971,32,23431.289,2702.006,9342.283,11387.0,80240.594,10575.859,44704.379,47983.648
2133,1972,32,25822.461,3093.106,10754.354,11975.0,81501.969,11369.598,46248.262,48152.32
2134,1973,32,27894.449,3191.149,12460.299,12243.0,85385.414,12443.355,49287.059,46656.0
2135,1974,32,29933.758,3674.054,13327.703,12932.0,89032.047,12865.903,48534.145,44767.547
2136,1975,32,31442.021,3788.844,13376.178,14277.0,88420.617,12620.94,44740.313,45683.477
2137,1976,32,34588.004,4010.034,15640.971,14937.0,96068.961,12562.993,46293.875,45899.27
2138,1977,32,39566.613,4059.174,17787.439,17720.0,97414.07,12562.097,48374.945,49594.18
2139,1978,32,46480.719,4384.292,20682.426,21414.0,103463.195,13121.438,51205.316,55300.465
2140,1979,32,50889.234,5022.412,22839.82,23027.0,103406.023,14093.563,53125.66,52988.008
2141,1980,32,50896.316,5038.853,23337.463,22520.0,92918.203,14228.036,50188.406,44150.801
2142,1981,32,53989.078,5222.471,24663.607,24103.0,87324.438,13737.136,50098.945,41990.555
2143,1982,32,52423.273,5303.786,24042.486,23077.0,84281.977,13410.35,47833.559,40079.547
2144,1983,32,59029.086,5789.882,26592.205,26647.0,99753.945,13323.661,49810.738,47068.695
2145,1984,32,66204.93,6511.428,29998.502,29695.0,111531.906,13960.163,55427.406,51877.152
2146,1985,32,68383.945,8139.69,31164.256,29080.0,112203.469,14677.207,59830.777,49783.441
2147,1986,32,70882.234,9457.443,33629.789,27795.0,114812.984,15175.56,60776.98,48920.215
2148,1987,32,80164.266,8854.443,35665.82,35644.0,127583.375,15620.345,64496.168,61122.156
2149,1988,32,90388.664,8876.449,36294.215,45218.0,143470.531,15889.667,65078.938,76304.422
2150,1989,32,98193.617,10461.455,38373.164,49359.0,150494.891,15713.438,66330.156,79848.258
2151,1990,32,108550.141,10036.521,40368.621,58145.0,159195.844,14967.859,67450.266,88849.664
2152,1991,32,108826.125,10843.371,41074.75,56908.0,162295.359,14044.643,63957.313,87181.922
2153,1992,32,117726.148,12000.476,43597.672,62128.0,175710.219,13062.416,65624.609,94247.578
2154,1993,32,124374.422,13722.113,46341.313,64311.0,182785.109,12687.721,70183.922,95940.75
2155,1994,32,137887.563,15573.094,51773.477,70541.0,199864.219,13706.586,77328.164,103481.109
2156,1995,32,144003.406,15370.697,54448.711,74184.0,205324.703,15392.212,81951.672,105436.398
2157,1996,32,152732.219,15904.59,58374.637,78453.0,216487.344,16529.699,85017.914,108791.758
2158,1997,32,163681.875,15607.296,61246.586,86828.0,226684.266,17496.123,86318.992,119467.797
2159,1998,32,175951.797,20416.537,64789.258,90746.0,238355.031,18661.557,89268.852,128377.219
2160,1999,32,187792.781,21268.807,70690.977,95833.0,247644.016,19576.459,91116.914,132117.844
2161,2000,32,200676.391,24972.338,72721.055,102983.0,254047.859,20502.643,89934.703,133681.641
2162,2001,32,201561.078,23516.061,73476.023,104569.0,248134.391,21020.002,87768.016,135874.484
2163,2002,32,205445.172,21672.525,75026.641,108746.0,249451.703,21094.08,85974.289,139116.531
2164,2003,32,211278.656,25775.77,75239.883,110263.0,249600.484,21345.371,84378.766,135875.531
2165,2004,32,233736.844,27537.646,81174.203,125025.0,265781.75,22209.023,87394.398,144668.031
2166,2005,32,259015.359,29050.301,87133.055,142832.0,278790.188,24658.568,91481.633,153559.672
2167,2006,32,276077.469,32868.664,91623.797,151585.0,286067.969,28068.939,92481.109,153631.375
2168,2007,32,282508.219,28365.361,93999.844,160143.0,286907.469,29091.311,93679.313,158203.438
2169,2008,32,286879.625,29088.979,90072.656,167718.0,273662.938,28043.051,89409.016,151113.641
2170,2009,32,232407.953,26705.092,81788.859,123914.0,232407.953,26705.092,81788.859,123914.0
2171,2010,32,252650.875,30960.73,81541.148,140149.0,248241.609,25592.582,82088.086,129497.805
2172,2011,32,280707.344,31009.682,89936.664,159761.0,260799.844,26041.113,87002.141,132938.078
2173,2012,32,299942.594,32508.385,94984.219,172450.0,269576.844,27734.227,90106.492,138616.5
2174,2013,32,309132.0,31718.857,98380.133,179033.0,273986.031,29063.879,91523.539,143735.813
2175,2014,32,331333.781,32692.855,105579.938,193061.0,288889.563,30619.6,96411.703,155388.594
2176,1947,33,3683.752,1585.281,224.148,1874.323,53952.41,16841.682,18604.52,15642.492
2177,1948,33,3726.101,1608.658,235.286,1882.158,51322.66,16393.646,18420.266,14542.623
2178,1949,33,3759.074,892.682,897.553,1968.839,48714.441,15199.786,17329.264,14540.855
2179,1950,33,3826.865,1472.224,413.805,1940.835,45962.875,14882.485,16107.935,13956.1
2180,1951,33,3914.125,1801.201,249.269,1863.654,43651.367,14470.723,16090.456,12520.958
2181,1952,33,3993.563,1861.202,243.022,1889.339,42953.484,14090.624,15845.541,12346.638
2182,1953,33,4046.685,1766.324,346.728,1933.633,41559.648,13669.546,15640.571,12344.995
2183,1954,33,3540.869,1658.548,360.995,1521.326,35311.273,13307.198,14933.32,9666.687
2184,1955,33,3494.099,1630.694,434.135,1429.27,33253.0,12975.773,14369.813,8933.42
2185,1956,33,3616.397,1870.413,207.232,1538.752,33028.398,12699.078,14166.755,9398.923
2186,1957,33,3612.615,1755.474,402.837,1454.304,32222.334,12381.698,14229.556,8680.838
2187,1958,33,3404.867,1256.947,667.894,1480.026,30235.75,12026.892,13618.708,8756.475
2188,1959,33,3617.778,1596.336,354.071,1667.371,30166.443,11724.955,13481.022,9716.319
2189,1960,33,3611.96,688.981,1244.2,1678.779,30074.018,10070.384,13462.347,9757.652
2190,1961,33,3530.988,1438.169,577.833,1514.986,27665.846,10890.292,13145.118,8744.11
2191,1962,33,3736.073,1759.107,420.466,1556.499,28209.041,10664.479,12420.686,8955.263
2192,1963,33,3722.509,1196.257,867.252,1659.0,28086.533,10350.482,11750.694,9562.511
2193,1964,33,3851.492,1348.82,807.673,1695.0,28177.342,10279.509,10949.941,9810.73
2194,1965,33,4007.155,1863.351,432.805,1711.0,28565.354,10093.431,11148.103,9740.962
2195,1966,33,4236.193,1790.365,653.828,1792.0,29310.738,9876.437,11152.132,9927.979
2196,1967,33,4536.73,1628.645,1068.086,1840.0,30105.082,9698.987,11091.29,9966.957
2197,1968,33,4975.835,2295.292,597.543,2083.0,31622.535,9533.673,11206.12,10971.242
2198,1969,33,5490.18,2148.142,792.038,2550.0,33250.465,9335.522,11159.691,12937.597
2199,1970,33,6070.764,2335.038,729.726,3006.0,34367.617,9145.525,10952.5,14654.121
2200,1971,33,6656.074,2281.014,955.06,3420.0,35106.957,8959.33,11075.865,15942.57
2201,1972,33,7049.714,2384.321,1024.393,3641.0,36261.578,8775.221,10730.382,16402.379
2202,1973,33,7220.163,2201.121,1077.042,3942.0,35886.559,8604.576,10457.258,16505.465
2203,1974,33,7853.906,2806.471,675.435,4372.0,36297.383,8429.771,10246.591,15587.008
2204,1975,33,8430.614,2685.988,1076.626,4668.0,35874.047,8242.342,9829.769,15016.405
2205,1976,33,9166.038,2181.715,1893.323,5091.0,36362.285,8041.54,9511.013,15453.497
2206,1977,33,9855.679,2588.032,1867.647,5400.0,36703.805,8076.712,9297.296,15218.555
2207,1978,33,10150.72,2702.614,2004.105,5444.0,36001.398,8100.328,9289.005,14343.68
2208,1979,33,10904.768,2956.837,2095.931,5852.0,36559.66,7994.238,9534.864,13401.731
2209,1980,33,11457.559,3575.269,2260.29,5622.0,33597.719,7859.86,9478.452,10416.127
2210,1981,33,12249.415,3233.11,2652.305,6364.0,31192.82,7683.679,9368.235,10456.614
2211,1982,33,12976.326,2907.715,3080.611,6988.0,31136.139,7491.462,9219.392,11516.72
2212,1983,33,13444.951,2427.289,3842.662,7175.0,31594.354,7219.858,9436.318,11886.814
2213,1984,33,14455.955,2904.107,4105.847,7446.0,31692.943,7159.335,10112.387,12160.309
2214,1985,33,15184.646,2980.742,4347.903,7856.0,31599.74,7115.218,10746.396,12664.431
2215,1986,33,15438.82,3397.73,4305.09,7736.0,31576.393,7184.254,11034.688,13393.352
2216,1987,33,15504.685,2678.896,4762.789,8063.0,30884.885,7199.901,11580.878,13509.031
2217,1988,33,16355.035,2530.747,5422.288,8402.0,30558.998,7184.849,11809.612,13652.243
2218,1989,33,17229.633,2619.26,5678.372,8932.0,31749.203,7148.298,12296.322,13898.269
2219,1990,33,18515.023,2862.306,6093.717,9559.0,32832.293,6979.457,12818.509,14010.788
2220,1991,33,19337.387,2817.222,6717.165,9803.0,32246.113,6838.687,12601.338,14312.621
2221,1992,33,19757.793,2673.224,7208.57,9876.0,31765.652,6624.308,12866.569,14250.054
2222,1993,33,20206.041,2895.645,7648.396,9662.0,32249.857,6514.195,13398.113,13762.552
2223,1994,33,20669.461,3645.372,7523.089,9501.0,32956.855,6679.084,14125.438,13335.111
