country,var,code,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015
CY,Kq_IT,T,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_IT,U,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_CT,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,116.857132335792,122.035762096003,126.465582450832,134.915096534078,140.867913162346,147.198971214679,153.78977864807,157.000306508191,165.1276979865,171.073443792558,177.323309594831,186.872991934955,200.570248746436,219.352347445537,230.979679635779,,,,,,
CY,Kq_Soft_DB,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,4.82614120582904,20.9087253719341,31.4174406781597,41.4905188557588,51.5475445030861,62.1761658031088,75.4105686515473,85.3787546883515,89.0319246399962,103.276873916585,117.8368967494,133.951625652105,156.029721966059,181.984282703707,229.724050987533,275.2,331.693514083335,381.859922024976,385.022451936415,319.404664484452,
CY,Kq_TraEq,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,5599.37997420901,5039.5856543485,5229.56067047842,4031.14396509937,4580.40880204875,4357.19019218025,3198.59685545285,3769.28608786611,3376.46903472864,3410.57742253506,3240.43959781477,3276.79508086043,3373.05363321799,3408.55070851329,3420.5079578707,3357.7,3219.65055144879,2958.28575267012,2599.69231307145,1606.64289201901,
CY,Kq_TraEq,A,,,,,,,,,,,,,,,,,,,,,,,,,,46.7195420995664,44.181804737374,42.0664021296901,40.5090071870819,39.0333868094943,37.6516100777363,36.3916002615835,35.7744107744108,35.6519972823232,35.1508017768892,35.3394819628275,33.7165135619029,31.6348950213786,29.6686538194926,29.3805208104047,27.1,25.1200516524757,24.272830679233,23.1681417727693,21.9162568291685,
CY,Kq_TraEq,B,,,,,,,,,,,,,,,,,,,,,,,,,,3.18330966256918,2.89428471140287,2.89246324685287,2.80237641520009,2.78267908753423,3.10285036352021,2.96852754975313,2.99993617157082,2.94567336690466,3.22710770471965,4.29468120251074,4.35244783340169,6.65900425081641,8.04282108883157,8.32854681217691,7.5,6.9651239085449,6.50228087821431,3.76016260162602,2.72651006711409,
CY,Kq_TraEq,C,,,,,,,,,,,,,,,,,,,,,,,,,,62.8631123655224,57.9950792054008,54.8660677853318,51.1745905410951,47.4895709177592,49.5543151776051,51.8156669753815,51.7070993656157,49.8550562269806,55.9415757145851,61.57757453693,67.414978504157,80.4922515952598,92.649154958257,89.7026296387319,84.6,76.9526741054252,68.6837455830389,51.5894716206317,36.2751881906439,
CY,Kq_TraEq,D,,,,,,,,,,,,,,,,,,,,,,,,,,2.26290005932468,2.71069492360769,2.51074914477607,2.67744285527487,3.40973669255541,3.58834942008624,3.45213941798141,3.76309109231692,3.50056709186888,4.19385277963723,4.45849880693875,5.2702906188827,5.65461261343427,6.00828218590549,6.2199171315656,6.1,6.05479590292144,5.58965811618358,4.66839194194956,3.88806573983586,
CY,Kq_TraEq,E,,,,,,,,,,,,,,,,,,,,,,,,,,5.28228047531338,5.8249331665563,2.44777299729804,4.04825520200793,3.40226061316297,2.73745939435232,2.30245817705903,2.29692913335588,2.38073564731502,2.7406977494035,3.6325509589109,3.85104815484562,4.19432489605369,5.45276427422783,5.93182231321935,6.5,6.45473616265935,5.38535792308083,4.77958000711852,4.19788846210356,
CY,Kq_TraEq,F,,,,,,,,,,,,,,,,,,,,,,,,,,49.2327639457155,45.4551053843974,40.3635861445556,36.6421141691136,33.5890393661016,33.388270925445,33.6043885514995,37.6217925827679,40.9666734360885,48.2885381229544,51.3468221930541,55.0392719425183,69.3779686203721,81.9702430459292,81.9946612577617,81.9,76.0609698278036,68.7463189747964,55.4675118858954,43.9125103493088,
CY,Kq_TraEq,G,,,,,,,,,,,,,,,,,,,,,,,,,,90.3782065001376,88.0126629835615,83.9449742891047,80.4424646625523,78.2887592494381,78.2594419074143,79.7931915460385,81.8747010999522,85.501806672082,92.3828487130086,96.3340239885753,102.213225822641,118.421412487579,133.253245853163,128.205128205128,125,114.19463527323,100.823442211821,83.6416114476198,73.4762329018395,
CY,Kq_TraEq,H,,,,,,,,,,,,,,,,,,,,,,,,,,5693.47399187103,5332.91286211889,5354.40084835631,4779.10061908973,4747.85878420723,4620.77950878749,3751.02075639572,3900.47418197061,3537.1006886696,3307.72054035495,3016.42988641495,2995.64245810056,2839.27563295262,2920.65734527247,2789.83125136971,2826.1,2677.01778917113,2472.80713329689,2414.00273096276,1977.20385914806,
CY,Kq_TraEq,I,,,,,,,,,,,,,,,,,,,,,,,,,,8.80599296743617,8.0052711631659,7.10120154843899,6.28848584468063,5.99755047412215,5.90002797951413,5.99691068237575,6.25207339168602,6.30163842599076,6.20567375886525,6.60523795369728,6.60524071503821,7.38754514610923,8.59702154801853,8.80500736940834,8.7,8.07126930798955,7.6183897771367,7.11201422402845,7.12855510477928,
CY,Kq_TraEq,J,,,,,,,,,,,,,,,,,,,,,,,,,,5.01676333113085,4.92535016161305,4.8351041117223,4.7266327095422,4.73532680068694,4.50401100439445,5.631380717668,5.04782655923529,5.53399554478333,5.80504716600822,7.10057217401356,6.8590547887913,7.01959104044925,7.57862826828344,6.98417558026061,7.7,7.46411676299412,6.80624549213218,6.18648708951137,5.76634759543305,
CY,Kq_TraEq,K,,,,,,,,,,,,,,,,,,,,,,,,,,12.7782635012442,11.6384326910643,10.1727483375092,8.7057638375007,7.57504024240129,7.2340865294014,7.14277066863597,6.12018513560035,5.53508120454577,4.76263510950025,4.62168229235442,4.8491334264144,5.19281751346033,5.45140396751333,5.06978123415693,5.3,5.44788692608025,5.47872934062478,4.98033276754043,5.76169624337405,
CY,Kq_TraEq,L,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.27696994876056,0.478831650772116,1.30525937951232,1.90076361112029,2.70226449764903,2.82955147045401,2.54678539088439,2.2,2.49334277479131,2.30930650521602,1.90428464044099,1.45446989766765,
CY,Kq_TraEq,M-N,,,,,,,,,,,,,,,,,,,,,,,,,,14.8610219245941,19.5104537873053,22.9828758736319,29.4926517253823,30.8583663958688,38.6816608786089,45.469111840713,46.9543147208122,50.9654777052252,52.7145176901602,55.8949801849406,63.9127306797838,72.7624188489314,79.5770677560376,78.0398069391896,78.5,77.690670056805,76.9754145806465,68.3818000772216,61.9607267542434,
CY,Kq_TraEq,O,,,,,,,,,,,,,,,,,,,,,,,,,,10.7034948439736,10.5306589975552,11.1131342177798,10.4512059323036,10.6077348066298,10.2158710854363,10.1721392372107,10.459784043727,10.3610982764173,11.7718201975408,15.9322425663293,22.5004809582361,27.2593835185573,31.9751591826928,51.6652474669677,65.3,69.506093132112,68.3394429269184,62.9966063118535,54.827550057658,
CY,Kq_TraEq,P,,,,,,,,,,,,,,,,,,,,,,,,,,7.94863955976765,7.02732024854522,6.65569941354498,6.0359794154434,5.68512014553908,5.10622777423179,4.78219811617715,4.91193600449091,4.76377290814325,4.43248122239773,4.78808592137633,4.93467824225088,5.28695398526945,6.93192846249827,8.32511985301857,8.5,9.48259338841308,8.2403328687549,7.20490339340802,6.71521205380564,
CY,Kq_TraEq,Q,,,,,,,,,,,,,,,,,,,,,,,,,,0.183232962388381,0.308080963677254,0.376328911468624,0.435672896789091,0.693476904066927,1.33702026801179,1.99779637006453,2.35897174334387,3.00949741393187,3.62508559229871,3.87763183948254,3.84380770934129,3.73668237288445,4.06203840472674,4.30206212177704,4.3,3.93704761808619,3.95649880290549,3.75706989165423,4.50502362518203,
CY,Kq_TraEq,R,,,,,,,,,,,,,,,,,,,,,,,,,,9.86401375687052,6.94642512121742,7.48432380077862,6.41081498263478,5.165777354996,4.38364171035087,3.75944408736463,3.82640859666465,4.97244146876116,4.91693602340784,4.70607661822986,4.35186502523245,5.9280607033416,5.54277637668708,6.21979809578489,6,5.85403272202428,6.29441624365482,5.4697820343461,5.34277572913175,
CY,Kq_TraEq,S,,,,,,,,,,,,,,,,,,,,,,,,,,8.06683248488997,8.00137869909892,7.65384542996418,7.27186843511877,6.50277156963016,6.07315725226073,5.448634511651,4.90802238568132,4.61435203311147,4.26507866253571,4.28965039349293,4.67867526651739,5.9206631142688,6.4648405031493,6.59460389368352,6.5,6.05223075138445,5.78234052913488,4.89137080666857,4.68033323972667,
CY,Kq_TraEq,T,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_TraEq,U,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_OMach,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,3623.91378991574,3871.00587053308,3987.4373145021,3731.0357744896,3969.60561127177,3978.22266552674,4460.54729859029,4915.23648692875,4908.59726283201,5022.65970358658,5147.45249484355,5355.28802029909,5630.37388736873,6141.40203714799,5815.10321400575,,,,,,
CY,Kq_OCon,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,10152.4800285191,10534.1817335299,10920.3034627807,11369.1985286575,11795.4571395959,12106.6961959354,12494.0677221308,12900.2121606635,13299.9440272401,13786.3034549138,14158.644633316,14676.2860054712,15409.3209271956,16146.8444310156,16801.6877637131,17660.1,18241.464459909,18196.5950547223,18478.6549159322,18590.8472068866,
CY,Kq_OCon,A,,,,,,,,,,,,,,,,,,,,,,,,,,1413.01335246262,1434.88550695108,1460.21191972554,1495.84610600204,1528.21576165997,1557.87823360334,1589.21652493333,1607.85402235041,1630.55765981003,1637.03832550589,1643.0284111473,1646.41620610309,1635.45184730324,1620.10274653018,1595.92393484715,1575.7,1553.01301362221,1534.76300769294,1505.97199566469,1480.73319939502,
CY,Kq_OCon,B,,,,,,,,,,,,,,,,,,,,,,,,,,-3.75798571965427,-4.22392855526558,-3.59187582994101,-4.15074355561281,-4.31148384584359,-1.38210054153212,-1.45125594107901,-1.04498060980424,-1.00703807722863,-1.01785774872485,-0.108844722119424,0.206526228831062,1.48057485786481,3.41035827196225,4.70663635726374,4.6,5.3338700749761,6.36060912186179,6.72165621609164,7.62481928188066,
CY,Kq_OCon,C,,,,,,,,,,,,,,,,,,,,,,,,,,561.184066350871,575.325056212729,588.809164149043,603.006596103697,610.190628897203,613.185985856793,642.481999710416,660.222597986018,674.643023341253,699.723956919178,737.409859670243,788.137406127205,831.892964598938,866.129532073133,929.72919549318,978,1003.13317010416,1013.60049252812,1004.01560480042,979.052983629643,
CY,Kq_OCon,D,,,,,,,,,,,,,,,,,,,,,,,,,,441.976749688471,476.49368566274,512.45175586634,545.483164718172,578.96129580368,601.991114243641,636.160984710814,666.945918272363,701.569270143457,727.16663113126,763.277230313072,810.483369920888,842.859259991108,887.079672128125,990.978555582943,1130.1,1260.30316432793,1278.58837542144,1332.45485602733,1378.57473485077,
CY,Kq_OCon,E,,,,,,,,,,,,,,,,,,,,,,,,,,398.775426470356,424.989762023934,456.160441625558,469.304776085214,481.823628586158,497.135301895108,519.598574649116,537.079933417919,570.597549608634,608.81963311404,644.855226566334,673.5799604264,742.117228427399,808.058445871153,891.868026009472,1027.5,1130.52156206528,1219.55333964368,1274.22303473492,1283.97413006388,
CY,Kq_OCon,F,,,,,,,,,,,,,,,,,,,,,,,,,,55.3849252303509,55.5707241861138,55.6436320681401,55.497429832143,56.7283686162119,55.9818673366285,56.323200421108,59.158909155125,57.495766995968,61.408925063149,67.3253784841768,76.5042077314252,97.9368259516604,139.76604166462,142.247796869341,145.5,155.71831687277,158.84476534296,163.117353874037,163.967805298711,
CY,Kq_OCon,G,,,,,,,,,,,,,,,,,,,,,,,,,,1291.29229994122,1347.46987951807,1414.77899908273,1471.85031311125,1543.99491883429,1613.06621874445,1673.39903422323,1708.81206724766,1732.60472695639,1755.98913311929,1783.64676059659,1847.68912290176,1930.77431317803,2006.44293192689,2029.59341742612,2083.2,2105.79277148429,2103.45216606498,2105.90517792209,2085.32451822308,
CY,Kq_OCon,H,,,,,,,,,,,,,,,,,,,,,,,,,,472.409488139825,473.086057669318,471.877616256945,488.180039723429,516.5079411808,522.405044649432,526.173215345321,529.905431499728,534.51850439673,543.769553155068,546.012625238895,557.393263366119,608.692918666303,664.66394915287,672.201472205435,693,728.963224600042,784.515314691721,899.568636354255,975.583807649343,
CY,Kq_OCon,I,,,,,,,,,,,,,,,,,,,,,,,,,,1935.67349680887,1982.45811312268,2008.02213861509,2027.71754787645,2064.16259249959,2097.52966720835,2146.62579108719,2189.30508260815,2220.64283701153,2250.32330615687,2268.55781927938,2275.63705912134,2264.83658180501,2241.17779938517,2223.18339100346,2207.4,2205.38196605668,2199.23285198556,2244.44986582093,2269.92909839992,
CY,Kq_OCon,J,,,,,,,,,,,,,,,,,,,,,,,,,,240.274784919233,268.576821325247,294.68606271255,344.089803335385,381.145434819848,400.738304758686,406.3462646197,431.585524102466,454.276395965598,487.593603610791,510.393362637857,539.315270619935,548.048277054164,560.15701299677,589.79436405179,641.1,686.582809224319,705.975364553849,723.45743715858,762.452983105089,
CY,Kq_OCon,K,,,,,,,,,,,,,,,,,,,,,,,,,,195.611327338612,216.392494537977,241.911661821178,266.26635733673,272.681615409613,279.537881684602,288.556428374058,302.070983527987,308.819744856068,305.894502879337,303.251821633221,301.540331019274,305.219856342051,296.635752674869,304.575676192201,306.1,306.437892902342,333.946320385392,345.051932058461,342.076895436579,
CY,Kq_OCon,L,,,,,,,,,,,,,,,,,,,,,,,,,,28.5172755568694,29.6464082876701,31.9442660844998,32.8319939964354,33.3734627634446,33.9451470455706,34.3236227285838,34.8165169556438,35.2107943931514,36.2673860758688,36.3995813466682,36.4266358669095,36.6568138236447,40.7243824944176,62.4348592960795,65.9,67.3393543468824,71.4215723633355,73.323907539539,74.6931657398572,
CY,Kq_OCon,M-N,,,,,,,,,,,,,,,,,,,,,,,,,,71.786902690742,75.0157291044897,76.308535654774,80.1484342919715,81.4368420273332,84.0622825093137,86.4765409383625,104.104962000429,116.991984335801,122.948012511701,127.453870188056,145.909269332137,153.029689464822,165.995481779786,176.031544852838,201.7,240.024064642609,256.656137184116,259.544113204917,257.581481608682,
CY,Kq_OCon,O,,,,,,,,,,,,,,,,,,,,,,,,,,1837.7012444176,1900.08214926826,1980.32487518961,2097.94932961616,2205.69301388267,2282.29865240045,2369.50339895285,2465.50472040668,2559.17896261428,2672.04098378834,2797.21661252085,2927.40388624802,3225.62352636867,3545.35259826319,3724.02377248614,3861.8,3973.17526498217,4008.36096295228,3992.05237935591,3973.22381596202,
CY,Kq_OCon,P,,,,,,,,,,,,,,,,,,,,,,,,,,433.566196418882,445.301204819277,452.877709026461,469.114837614095,501.011772004195,523.283594315281,550.11115349706,588.19774270977,640.093498185397,677.039100451812,756.461045085833,851.226562587873,951.13242739142,1012.50282369349,1072.76175871184,1145.9,1187.07013703746,1215.37923487404,1227.73795555142,1226.16652294721,
CY,Kq_OCon,Q,,,,,,,,,,,,,,,,,,,,,,,,,,538.512023963785,541.196125363448,546.944232832201,552.379797122106,556.384314304704,563.707090698151,569.662699717273,586.841143174111,609.790415132199,621.709307677627,625.007368979544,622.813234781239,623.214970800119,625.128905214155,624.647943992919,627.3,624.708237808231,610.262427510888,597.516061947417,581.810342762701,
CY,Kq_OCon,R,,,,,,,,,,,,,,,,,,,,,,,,,,290.84618618036,330.392745523686,352.53590229208,384.410114385449,403.36110758646,412.989626877226,430.007446016381,449.794032907112,476.443050526947,519.919274811288,541.532352514696,557.417384295592,570.224633946706,593.597029201598,617.799265287329,654.4,733.695099892283,800.715082916037,836.119378643943,861.231952588109,
CY,Kq_OCon,S,,,,,,,,,,,,,,,,,,,,,,,,,,104.340142065731,118.470301057771,131.929448481314,141.783422011495,145.75260804769,150.432339543384,157.940995133214,165.246611374706,173.569635064967,181.261409810965,200.318339916288,220.401116579411,238.306326707186,262.487485254904,289.798217554872,310.8,320.760197518569,326.958876290404,333.190050768498,339.214488483237,
CY,Kq_OCon,T,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_OCon,U,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,13556.5835927581,14361.3743483837,15042.3769623423,15662.0612047138,16290.4379862073,16912.0494768603,17549.9409068634,18278.0285300345,19205.176097502,20332.3916418518,21730.3331589046,23376.9563769564,25204.7873748875,27100.8105768474,28169.1368788143,29081.5,29500.0105862675,29678.2973164226,29402.4354154565,29481.0493068959,
CY,Kq_RStruc,MARKT,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,A,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,B,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,C,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,10-12,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,13-15,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,16-18,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,19,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,20-21,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,22-23,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,24-25,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,26-27,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,28,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,29-30,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,31-33,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,D-E,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,F,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,G,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,45,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,46,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,47,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,H,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,49-52,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,53,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,I,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,J,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,58-60,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,61,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,62-63,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,K,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,L,,,,,,,,,,,,,,,,,,,,,,,,,,13556.5835927581,14361.3743483837,15042.3769623423,15662.0612047138,16290.4379862073,16912.0494768603,17549.9409068634,18278.0285300345,19205.176097502,20332.3916418518,21730.3331589046,23376.9563769564,25204.7873748875,27100.8105768474,28169.1368788143,29081.5,29500.0105862675,29678.2973164226,29402.4354154564,29481.0493068959,
CY,Kq_RStruc,M-N,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,O-U,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,O,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,P,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,Q,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,R-S,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,R,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,S,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,T,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_RStruc,U,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,29.7570959228739,35.3719604388897,38.7553672001338,46.6374269005848,45.0247055332654,43.9214961048568,47.296266428369,46.8545011557444,56.1584917433646,47.1543381991143,51.4657851501415,73.7579307677986,52.0757668883053,48.7655881361645,46.2824126831804,46.4,45.0063259964652,33.0762363340993,29.5305292503125,37.3174689021092,
CY,Kq_Cult,MARKT,,,,,,,,,,,,,,,,,,,,,,,,,,29.7570959228739,35.3719604388897,38.7553672001338,46.6374269005848,45.0247055332654,43.9214961048568,47.296266428369,46.8545011557444,56.1584917433646,47.1543381991143,51.4657851501415,73.7579307677986,52.0757668883053,48.7655881361645,46.2824126831804,46.4,45.0063259964652,33.0762363340993,29.5305292503125,37.3174689021092,
CY,Kq_Cult,A,,,,,,,,,,,,,,,,,,,,,,,,,,29.7570959228739,35.3719604388897,38.7553672001338,46.6374269005848,45.0247055332654,43.9214961048568,47.296266428369,46.8545011557444,56.1584917433646,47.1543381991143,51.4657851501415,73.7579307677986,52.0757668883053,48.7655881361645,46.2824126831804,46.4,45.0063259964652,33.0762363340993,29.5305292503125,37.3174689021092,
CY,Kq_Cult,B,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,C,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,10-12,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,13-15,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,16-18,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,19,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,20-21,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,22-23,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,24-25,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,26-27,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,28,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,29-30,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,31-33,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,D-E,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,F,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,G,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CY,Kq_Cult,45,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
