country,var,code,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015
AT,Kq_Soft_DB,47,,,,,,,,,,,,,,,,,,,,,,,,,,215.66192094107,228.236865081403,255.91384198722,292.095858734497,343.693868761883,387.573903970868,433.643654535929,476.055425006077,495.376959544556,534.792374099188,554.422810779974,564.622849580944,571.927708337666,617.116796123423,648.909438134486,681.3,771.552705283889,805.349586552273,829.662542613092,836.369831249586,843.305645501901
AT,Kq_Soft_DB,H,,,,,,,,,,,,,,,,,,,,,,,,,,117.276476985902,125.877859460347,143.836195955665,174.091195629334,216.742974755324,257.904855401481,271.849158466203,290.621139396885,300.660285611916,324.128757648311,396.156688839616,425.739663607921,507.577805035238,581.753627032873,597.634029700478,633.9,672.299706791346,722.161237990694,727.352918616246,724.250097205231,723.703376530622
AT,Kq_Soft_DB,49-52,,,,,,,,,,,,,,,,,,,,,,,,,,111.177380542912,119.4722913886,136.434994992531,165.381656662058,206.40511290336,245.65184946085,257.506394687835,274.72314784216,283.619152781449,305.378687205223,375.468764139242,394.453302978017,464.539790891961,539.564647211455,556.388517839907,592.8,628.200867915705,670.35425956454,668.813618595879,661.571872767522,658.015742280556
AT,Kq_Soft_DB,53,,,,,,,,,,,,,,,,,,,,,,,,,,6.27501002972915,6.59175412757104,7.40513493213723,8.5050085050085,10.4082340696195,12.2852638260407,14.3249132434832,16.1193848275023,17.2187602492621,18.8396078807038,20.6991234554863,31.504001008128,43.3562071116656,42.145554865572,41.2052019054893,41,44.1356925147449,52.0135856380398,58.5209803940349,62.6395670110897,65.6752826382699
AT,Kq_Soft_DB,I,,,,,,,,,,,,,,,,,,,,,,,,,,23.3040407358738,25.5670441827274,29.9280879864636,36.9918870065997,45.8079428451355,52.7693692219586,59.5334031751148,65.4223590533,66.5308754439657,70.9982330274839,70.7863625318275,70.980070980071,75.9048797479542,81.1534584406724,84.332626373295,87.5,96.3946042773868,102.778613507769,103.504404442742,103.238138496187,103.33758822646
AT,Kq_Soft_DB,J,,,,,,,,,,,,,,,,,,,,,,,,,,241.716960216775,262.322695946015,309.554288374258,412.760142947236,606.191111437905,925.819848202778,1166.65659191199,1366.32500101284,1447.8641929803,1590.70104102357,1635.4147959561,1765.5089845514,1880.69292517573,1881.64270879993,1880.32126091895,1894.8,1993.92301830023,2079.76240160728,2263.05053581176,2382.06564949078,2471.6074411969
AT,Kq_Soft_DB,58-60,,,,,,,,,,,,,,,,,,,,,,,,,,67.6396929014247,65.5212430550563,66.8684004486108,71.5832404818467,79.5209832449183,85.2008305291043,99.4398323527041,123.27920663702,148.463657120624,175.554396312187,184.250005282397,184.333249306781,173.776492855509,187.215588064625,193.902475799885,199.9,204.25936188742,244.487149623418,269.959683211553,286.009028875366,297.919071889167
AT,Kq_Soft_DB,61,,,,,,,,,,,,,,,,,,,,,,,,,,34.484174227185,39.0312044207975,54.0580568720379,99.2180274110822,217.649345056146,479.853517323213,623.369034065148,681.380791280919,643.341320063075,650.861747767121,642.008958755916,764.924589337478,799.051620148912,797.931364464669,797.575611374122,803,849.069675376089,861.269095638333,876.522638473914,884.276479551757,891.813002712418
AT,Kq_Soft_DB,62-63,,,,,,,,,,,,,,,,,,,,,,,,,,139.571638222104,157.747173182981,188.609389214463,241.836316436672,309.001155340826,360.7372253815,443.748237095539,561.671443473329,656.155618121321,764.400357614202,809.134986109497,816.260094300986,907.909375422398,896.467474295022,888.967077155064,891.9,940.593079420382,974.025974025974,1116.60202078245,1211.77127604191,1281.92612756371
AT,Kq_Soft_DB,K,,,,,,,,,,,,,,,,,,,,,,,,,,716.353259977008,774.176981151456,872.311387128514,1038.3972586901,1218.6436404891,1327.37297584828,1462.10732061176,1605.03205809961,1632.75754379857,1745.01288028784,1830.43684961175,1943.09660344067,1978.34993656802,1909.00854126582,1912.793502734,1916.2,2052.63209984066,2145.85193524593,2406.5615214456,2578.45920878289,2705.19113630604
AT,Kq_Soft_DB,L,,,,,,,,,,,,,,,,,,,,,,,,,,20.2225507103556,21.8744223303962,25.6759755285764,29.9416924935652,34.6533093910468,37.018857119483,43.4265677897791,52.0358784344692,56.5989458062535,64.1700986495546,70.1250422440013,73.5973458760289,88.7733887733888,125.410995856958,148.674594638064,167,187.272961228954,179.400058246772,170.403931072137,163.532375054448,158.572193065635
AT,Kq_Soft_DB,M-N,,,,,,,,,,,,,,,,,,,,,,,,,,292.834635162737,314.907253343193,356.194526431602,418.825606692802,494.112456801924,547.736431888387,637.404041828696,768.443868249402,891.471280843657,1033.84779137839,1097.14358150934,1172.58472751714,1276.81477399162,1417.5184265179,1493.36550060314,1561.9,1711.37020467952,1787.44055129574,1838.55428609736,1864.75332247927,1887.12008860688
AT,Kq_Soft_DB,O-U,,,,,,,,,,,,,,,,,,,,,,,,,,403.026163501818,423.01300927498,467.261315670394,531.141659913695,619.903450038717,699.756873996299,790.81156168652,890.930755462081,979.970811839702,1089.97821371826,1140.94117927944,1154.99157853873,1176.33015075086,1243.67844297606,1293.5503190744,1365.2,1525.21175070163,1569.69549269491,1608.37589789464,1611.23997548092,1611.11734032833
AT,Kq_Soft_DB,O,,,,,,,,,,,,,,,,,,,,,,,,,,175.420662018769,182.018979057592,195.549773921801,215.287958115183,245.340113896652,270.035466429542,298.277890038303,334.284095966339,370.423428770235,409.396472075019,445.493435609972,447.387183358497,449.510521452968,464.308629276192,480.392453134286,503.2,568.878587065268,581.88105923724,594.592003068367,592.57573170963,597.554901942359
AT,Kq_Soft_DB,P,,,,,,,,,,,,,,,,,,,,,,,,,,82.7819664563779,86.9547363125853,96.1528312839728,108.107540212013,123.410110176345,139.306535747162,157.852321950237,177.547754572893,193.605192837325,214.930200885257,228.990709459459,230.961429441283,237.224000997962,254.343506394253,263.547318723134,282.6,316.599182267278,326.395091452759,333.927407918439,338.263580287856,343.619698734082
AT,Kq_Soft_DB,Q,,,,,,,,,,,,,,,,,,,,,,,,,,82.5476683718767,87.4576988155668,101.845157639959,121.544651721795,146.692093296171,169.802849095881,197.379649615983,226.259473918859,254.882961905248,288.503185049809,283.149460967322,281.493228721073,283.201207222664,305.359030657884,320.478656543818,341.6,374.786883945918,385.375494071146,396.833875588792,395.059119593511,382.503277785167
AT,Kq_Soft_DB,R-S,,,,,,,,,,,,,,,,,,,,,,,,,,62.0503672095761,66.3744750962376,73.6480123113898,86.1395024836244,104.389380122352,120.514392284892,137.175180417713,152.685098003896,160.918055490058,177.000388839611,183.260014827271,195.137428630113,206.409349166532,219.678461769037,229.141757385299,237.8,264.945706215219,276.07127080065,283.066006443261,285.350574951856,287.298022724771
AT,Kq_Soft_DB,R,,,,,,,,,,,,,,,,,,,,,,,,,,26.4574680818336,28.0017231829651,31.4761024557697,37.175111577842,44.3244719400884,50.5050505050505,57.4041250402836,65.100739090817,68.8801097169058,76.6768406163925,79.7002005700412,84.2664204086344,88.9590954439641,94.4644638530915,97.9623036227948,101.1,110.59077453145,115.747259256382,118.842246501821,120.325419100357,121.727859336696
AT,Kq_Soft_DB,S,,,,,,,,,,,,,,,,,,,,,,,,,,35.5915562101129,38.3706295852902,42.1705164834006,48.9635866089309,60.0632133819159,70.0072562265578,79.7690419667646,87.5835634171749,92.0377150103287,100.324140496307,103.560280097866,110.871024586725,117.450361385727,125.213779623748,131.179204474579,136.7,154.354907377155,160.323949543111,164.223435853215,165.024630541872,165.570999248685
AT,Kq_Soft_DB,T,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,Kq_Soft_DB,U,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,Kq_TraEq,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,19002.8204014629,19393.0802825297,19863.8477050453,20675.6348423322,21538.5061454643,22942.5421846621,23482.5285942197,23866.1948520062,24352.0351680501,24892.4912762411,25497.7237883053,25405.0897226422,25939.4586690922,26465.9033221863,25659.9167510474,25638,26452.689830491,26875.667241577,27232.0062162162,27383.2119083797,27619.3053054396
AT,Kq_TraEq,MARKT,,,,,,,,,,,,,,,,,,,,,,,,,,17959.9111231054,18257.0439563244,18713.7957915353,19452.8412345817,20273.9582755681,21635.785590079,22161.3867864224,22528.760580248,23047.9130625321,23574.692256015,24117.3491746736,23949.5737768839,24445.3501395411,24868.0412481447,24033.6759037366,23941.6,24751.8414594853,25189.72081623,25530.32733436,25615.0989230658,25761.8688593315
AT,Kq_TraEq,A,,,,,,,,,,,,,,,,,,,,,,,,,,2450.81726534208,2496.91569568197,2566.50868449285,2526.12120237904,2469.29480966101,2393.79192424043,2332.53293529755,2243.14154229488,2179.13687914062,2137.30854727997,2062.30061925314,2038.03134552199,2048.16050526128,2053.07750076686,1979.39528777447,2027.4,2020.76637824475,2084.94548874022,2113.62621575974,2064.50121373252,1990.15782088003
AT,Kq_TraEq,B,,,,,,,,,,,,,,,,,,,,,,,,,,103.65785030951,102.284388524517,102.163131096522,103.921312047457,106.942591568238,109.477016421552,103.274124274275,99.8341413625925,100.891452543262,95.882684715172,92.999731632295,88.3760893580459,87.9011442391724,83.9553173370736,78.9494965832356,81.1,78.0664747861057,78.7828342463367,76.485117827136,75.6282710170211,75.2877831414779
AT,Kq_TraEq,C,,,,,,,,,,,,,,,,,,,,,,,,,,1316.97964247448,1311.27382482813,1282.70404902026,1314.94127287626,1380.16843249117,1386.21087835114,1328.03074787808,1240.43491532203,1175.88367959924,1189.16077428931,1172.90429076533,1132.10405137941,1085.27521092808,1027.76704607368,949.10206569861,1001.5,1034.45876083671,1051.80286569044,1076.42889223019,1047.45415151281,1040.60621194368
AT,Kq_TraEq,10-12,,,,,,,,,,,,,,,,,,,,,,,,,,270.115587476153,265.815464009253,258.701993727107,261.467042106522,274.861325865294,276.857108478544,264.165103189493,252.836886926019,247.392574050897,283.756334762716,281.950121197984,278.743893367644,246.8,221.81911390658,197.976461693047,198.8,196.313382461606,193.130278580006,196.741074516547,191.29378099214,191.622494899503
AT,Kq_TraEq,13-15,,,,,,,,,,,,,,,,,,,,,,,,,,51.2116050332436,48.9753273184376,45.4047787724609,45.5328836783761,45.4261480955961,45.7067882646477,44.2827771627392,39.2193579260554,34.9217077841613,31.8863907254409,30.0060618306729,27.1,24.9617121148835,22.0787376849708,20.3605303669861,20.4,19.6,19.0493287854308,18.1435734864571,16.9167911518257,16.1354187289646
AT,Kq_TraEq,16-18,,,,,,,,,,,,,,,,,,,,,,,,,,182.708586621823,185.327054370113,189.006107717934,210.597003423715,239.680280302201,236.873488769024,219.284136481589,198.460529932965,181.039883065358,177.594776134922,166.77805768341,156.485594359998,150.008615359666,146.506236008954,131.020222905845,138.9,152.630279081255,161.652272749352,166.244336942333,159.911171005305,157.568040744867
AT,Kq_TraEq,19,,,,,,,,,,,,,,,,,,,,,,,,,,4.23016553305652,3.96000396000396,4.3389595175077,4.03036937790704,3.77342217047243,4.38711941739054,4.81252539943961,5.15599515967801,5.1355685283976,4.64756003098373,4.26664499481907,3.5,3.15789473684211,2.95383161190591,2.4,2,1.8,1.5,1.60192985431861,1.4,1.15555555555556
AT,Kq_TraEq,20-21,,,,,,,,,,,,,,,,,,,,,,,,,,84.8939728552412,79.3499075974155,75.2903975088823,70.8993759035145,67.4615824957502,65.9426904439458,61.1758883428093,55.7149697500503,50.7145522302186,48.0753836281674,47.3305393000386,44.5761111519713,42.2876316119937,43.9050385768215,41.8665390127836,42.6,45.3163066076017,45.7256738780394,48.6962111433981,46.6684545798859,45.3006480034172
AT,Kq_TraEq,22-23,,,,,,,,,,,,,,,,,,,,,,,,,,241.687733100563,239.269385875243,238.764978183348,240.88713219148,247.98532398611,246.932532154958,229.309492596334,213.72590552849,207.125970249179,204.406938584154,197.645556322289,187.445154180527,183.373586896958,177.447910935953,160.52756294556,167,174.160579612735,174.565530111582,180.696850053316,173.747923095182,169.778968770789
AT,Kq_TraEq,24-25,,,,,,,,,,,,,,,,,,,,,,,,,,155.422793075694,153.977566480095,146.675972393012,159.694230579139,174.09539204229,173.762039843388,174.843285869829,167.75094874682,159.034258286468,156.734341962105,169.192201122535,161.723440847238,157.155584028188,150.241512490493,142.95255849192,150.9,156.89085334289,161.32533449106,167.495496906571,165.206678113753,165.352964982944
AT,Kq_TraEq,26-27,,,,,,,,,,,,,,,,,,,,,,,,,,52.1059181540586,53.0764273587219,52.43701742237,54.9795319282403,58.5621351774394,64.2595263712144,66.4504154327085,63.7501614885472,60.4853757456932,59.5651894787532,60.7463898913315,61.7585461768126,54.5500448878646,58.3107367194217,59.062052076002,69.2,70.2117972842565,73.8102646482994,75.06895556935,71.5133087906962,69.7539753830837
AT,Kq_TraEq,28,,,,,,,,,,,,,,,,,,,,,,,,,,83.3490980715088,85.7999911773788,83.8380653088742,83.4591330601682,86.2965384904002,86.0839885941415,89.6685334377878,82.8550558280288,79.4378561051753,77.8844969831302,76.1300394335357,74.9816566322582,78.7614069106138,73.983467161205,69.4396084322367,72.4,76.2497879178019,77.6147845246839,78.4588510466115,77.7509033401553,78.2180731597758
AT,Kq_TraEq,29-30,,,,,,,,,,,,,,,,,,,,,,,,,,46.6192572525116,52.3970532255536,53.7391170012028,56.474914630943,61.1627451407179,55.6798892889192,50.2469947208854,46.9635796916512,45.417948347406,42.7640370895783,39.2280409353754,37.280723850595,38.8611388611389,33.9260530390445,31.1953584485773,37.4,39.9277308072389,40.6056093323405,41.3549418662034,39.3148818102493,37.9013587832492
AT,Kq_TraEq,31-33,,,,,,,,,,,,,,,,,,,,,,,,,,141.724368997096,140.704741450886,132.065792776765,125.179871682517,119.210285652805,128.310275613494,122.153712732542,112.391179690351,103.582129508551,102.160132931257,99.7850160223908,98.5672085686152,105.664074214767,96.8910025554755,92.5106188264083,102.1,101.917567554078,103.3945564056,102.382339293295,104.263546918596,108.391027957073
AT,Kq_TraEq,D-E,,,,,,,,,,,,,,,,,,,,,,,,,,242.762985650805,245.930010111652,253.449348700002,255.049028463947,261.432780330154,266.063263039752,267.751908893468,262.063703103309,270.158978456327,274.180102269752,280.942039528078,303.555071534468,307.661512287077,303.016827907907,287.367222283174,321.2,337.582668103876,349.199063822829,352.054584861146,351.825577093752,353.580071098009
AT,Kq_TraEq,F,,,,,,,,,,,,,,,,,,,,,,,,,,933.318314935796,930.916162779001,955.263892767383,963.939977942897,991.229836454348,1040.26254350029,1043.24738540576,985.857082092726,951.012273156404,938.941655359566,929.29438832888,934.851721987672,906.51241282557,873.182746605791,832.693974751148,921,943.174343744394,953.530237986904,1004.70231771141,1009.4132565966,1029.44176242606
AT,Kq_TraEq,G,,,,,,,,,,,,,,,,,,,,,,,,,,2226.83653597992,2141.13994958454,2094.72083928095,2078.96075077435,2035.50879123398,2022.40115154514,1955.35527374092,1881.20849717808,1784.39135187917,1676.47489999791,1622.30711098688,1567.73227183191,1528.45113549375,1395.6311897332,1272.4370167124,1263.5,1301.31465023934,1269.07963588255,1286.18530802897,1324.85735670059,1378.68980930543
AT,Kq_TraEq,45,,,,,,,,,,,,,,,,,,,,,,,,,,236.778760218308,232.89068085655,239.499324040837,257.862142931279,254.466579142645,264.639892304241,273.790420083093,278.795102394626,299.342879770543,292.862398822664,310.804913024503,321.647063670258,325.53564292521,289.395221402957,255.725419066792,248.6,238.467124963936,238.418202160417,242.309624420082,283.66577451306,323.244941977923
AT,Kq_TraEq,46,,,,,,,,,,,,,,,,,,,,,,,,,,1299.15812677344,1251.304908803,1215.01985517402,1195.95324163185,1156.43870242943,1136.52010280889,1081.70698803849,1021.91952920951,941.00282365021,880.39587281533,849.535784170865,817.033919286952,802.569865656783,754.11555842479,695.864962045545,700,734.43463740458,720.264707620192,734.188844473548,743.52103547348,759.931579250831
AT,Kq_TraEq,47,,,,,,,,,,,,,,,,,,,,,,,,,,690.911638988158,657.100308232225,640.444291766861,625.872236978346,625.872653531615,621.968988539243,600.223725563309,579.697968956754,540.907629939139,501.211277769187,460.520952225664,427.99866692251,399.626292155149,351.813420298448,320.697966256997,314.9,328.315598235141,310.372506466094,309.602109442124,297.592826446605,295.171688448279
AT,Kq_TraEq,H,,,,,,,,,,,,,,,,,,,,,,,,,,5791.29923574368,5848.65156545098,6026.5780730897,6370.462036387,6537.49674610124,7073.60882836347,7096.52635500093,7057.30268953131,6806.61534461514,6597.23160027009,7116.84506034068,6724.33616799722,7062.82278255586,7162.68185980262,6998.15389609072,6433,6315.39419333162,6009.35763719661,5703.05184505723,5780.92338236277,5542.58183364036
AT,Kq_TraEq,49-52,,,,,,,,,,,,,,,,,,,,,,,,,,5768.00832441029,5821.12154962478,5991.6166691944,6336.85086491477,6512.51504624273,7027.12997642639,7052.96085015902,7004.00990850923,6762.27356332759,6559.21757953073,7090.97029537368,6706.40597988695,7048.67761614562,7145.97893978777,6982.95528882315,6410.7,6289.02163435552,5980.81095635514,5674.01412242574,5752.84837560842,5516.51666355742
AT,Kq_TraEq,53,,,,,,,,,,,,,,,,,,,,,,,,,,19.7223098769328,23.9668606371437,32.6,27.2127488791871,22.9925201548357,36.5440411065093,39.3829282621467,48.0465021502955,39.6913599847585,34.0475615010351,29.5734755081639,25.1440112941952,24.8705299572186,21.7018269910165,19.8600721817852,22.2,22.9584452141624,24.1061833812553,26.4734299516908,24.6615040638704,22.9362145768174
AT,Kq_TraEq,I,,,,,,,,,,,,,,,,,,,,,,,,,,288.855910912724,282.056318824168,280.537697253068,273.836868891591,279.19962773383,290.159158114455,282.719389820398,265.9931952787,244.152880775813,225.911081728783,204.004494841148,184.422288577357,167.087995649065,152.688449953776,136.915832377033,135.4,146.341463414634,151.319542438526,154.516561057029,151.39774691542,151.927234326589
AT,Kq_TraEq,J,,,,,,,,,,,,,,,,,,,,,,,,,,181.344778836668,185.754742836262,181.323107988211,172.230706216689,152.474570819764,153.476706334383,147.199328048716,139.661903970759,120.001240322897,108.74266295953,98.5307004136863,90.6173686653616,85.4031812935922,76.7995877596321,71.0130470424399,74.2,79.4772342323381,84.4452458228152,86.4830237027547,87.0742071271482,89.2589408871919
AT,Kq_TraEq,58-60,,,,,,,,,,,,,,,,,,,,,,,,,,20.7663451232583,21.320783897837,22.8743219397425,27.0764965179625,28.3588527064913,29.0320522364251,29.7114640219279,29.5113541051847,27.3137071683079,28.1566121964205,26.4641466580143,25.7489229536119,24.8,22.1854108738094,19.8333994446648,20.7,22.2357996374162,23.5270660951052,24.9897950040322,24.3042176709446,24.1817679339887
AT,Kq_TraEq,61,,,,,,,,,,,,,,,,,,,,,,,,,,138.140358386676,141.508515815085,135.527016630171,111.826009901562,89.4912275675005,90.812840411714,78.4924299366477,68.9516598102772,52.7,44.0342373930082,36.2088215959012,29.0146189041402,24.3274617675264,19.9,15.9456868384496,15.6,14.9,15.9,15.4491722233851,15.7774095279677,16.2203580420137
AT,Kq_TraEq,62-63,,,,,,,,,,,,,,,,,,,,,,,,,,19.6080615871389,20.2643171806167,20.9917229527632,31.5836154586655,34.2594886932914,35.3788619268199,40.515923700245,42.2705939640078,38.0294935256854,36.504630107039,36.5606509628996,35.7931458646313,36.3289678358172,34.8818772792136,35.0967131336633,37.9,42.3261318729815,45.0165295069283,46.0500517811718,47,48.7127357636023
AT,Kq_TraEq,K,,,,,,,,,,,,,,,,,,,,,,,,,,1309.51583740708,1413.10824230387,1492.10357325555,1549.27137691358,1666.41507806435,1817.1083286348,1893.41180659552,1976.75986927426,1991.42296166167,1981.2030462607,1855.02871072037,1790.71927628125,1706.11875816337,1668.6014783946,1663.76754299269,1709.3,1903.90318185461,2047.08495502616,2212.89858547111,2266.5541546709,2351.2316496641
AT,Kq_TraEq,L,,,,,,,,,,,,,,,,,,,,,,,,,,306.684498039305,340.152822282475,314.743724485845,326.821855661021,320.728092149163,319.492266344296,316.116974961242,311.845522325543,263.46289167598,233.500758052373,224.658372425046,261.556808764377,275.065120535849,266.225770575151,243.666162529779,279.6,275.275325430149,259.436086839023,249.947511022685,268.642475923552,291.179871605726
AT,Kq_TraEq,M-N,,,,,,,,,,,,,,,,,,,,,,,,,,3331.49828239232,3511.84301049436,3697.19955227611,4042.93050176248,4554.1993195874,5217.69919100448,5800.5407346387,6412.81726817331,7374.23363970397,8231.49857880869,8570.92992218139,8951.96595260586,9312.01599305352,9915.59665978271,9613.03786147272,9794.3,10386.5574786773,10891.9860627178,11225.527612288,11217.5455889601,11521.4475889952
AT,Kq_TraEq,O-U,,,,,,,,,,,,,,,,,,,,,,,,,,879.089173412989,939.067917290772,983.173141845908,1045.55525256908,1095.59513122512,1147.14272462463,1172.89282590454,1192.09501954886,1216.96191132931,1273.63057054143,1341.71354683266,1375.59544285532,1399.72435626208,1510.27519235477,1558.56160145545,1596.5,1614.63413670621,1620.74110382832,1653.8515338361,1704.91061438957,1777.09688768189
AT,Kq_TraEq,O,,,,,,,,,,,,,,,,,,,,,,,,,,450.655688415015,471.77854828625,500.481663194211,533.771846979478,556.333138631429,576.40882349731,578.557338593592,580.67761441162,578.163876354742,596.054436121954,648.398221631279,655.600804165163,662.151378117902,748.579286913261,774.351473178304,763.8,736.086891535051,711.24318969787,666.101394119851,675.257832834302,689.348476259358
AT,Kq_TraEq,P,,,,,,,,,,,,,,,,,,,,,,,,,,14.4298504749352,20.2185853729767,26.0425324423463,31.1838857545839,35.882804784374,40.4292217645784,42.2916311573206,44.6146057461081,46.2055886759637,50.2984513920775,53.1975215728322,56.5254211347937,58.7331432846081,61.5130004785452,67.4504521458356,80.1,85.6359671061846,90.7901439258497,138.927646003588,168.887480943236,204.002697556331
AT,Kq_TraEq,Q,,,,,,,,,,,,,,,,,,,,,,,,,,265.191768911216,300.271998472991,311.249250231747,333.268326507617,354.137901277183,374.20373670227,387.953197964216,403.915110073382,421.891149786497,444.795381574406,461.175594314444,485.053985945215,500.293101008672,522.728406766129,543.955772742978,572.9,602.997944553066,623.708340857561,646.44011320982,656.033854660505,673.733236971011
AT,Kq_TraEq,R-S,,,,,,,,,,,,,,,,,,,,,,,,,,146.635785075487,145.62900818111,145.687581968895,147.779913275349,149.741908685415,156.57979028507,164.140722215712,162.62263263938,170.482297688907,182.094986489875,178.782533821136,178.206113855021,178.457070244396,177.737915359723,173.280741468411,179.7,189.303345155459,193.825470869073,201.359907347487,203.653269595206,208.94122929523
AT,Kq_TraEq,R,,,,,,,,,,,,,,,,,,,,,,,,,,25.010607177151,25.5025999403835,26.1378116117228,27.063599458728,27.6960546592954,28.7601193012356,29.4324049731338,30.1358190188193,30.9244116059939,31.9767441860465,32.8484761386616,34.5992591688037,35.8966580716922,36.0560116657678,35.3175113520572,38.3,42.0664650147233,44.7362363514447,48.4,50.4940063216906,52.8852390313021
AT,Kq_TraEq,S,,,,,,,,,,,,,,,,,,,,,,,,,,121.658005828061,120.161528612233,119.58985429034,120.759488245505,122.093085305073,127.867778376608,134.753246753247,132.539953099658,139.618956597619,150.174925591353,145.981630903061,143.644597446774,142.5618578637,141.68418944628,137.961726746773,141.4,147.237051653162,149.08796189752,152.958701150689,153.159600055658,156.056675314309
AT,Kq_TraEq,T,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,Kq_TraEq,U,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,Kq_OMach,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,84346.3203757215,86767.4822571025,88674.2730233951,89973.5444080291,90734.7531974371,92933.1954860847,94861.4552076541,95483.2434536997,97079.629380368,97897.7806699341,98870.7181975234,100219.836957297,103328.19389087,104988.486655116,106809.111248667,107252.1,107606.379798923,107962.817282098,109601.549397452,110971.108402083,112328.603413163
AT,Kq_OMach,MARKT,,,,,,,,,,,,,,,,,,,,,,,,,,75689.6591942767,77551.1339260658,79156.5363444835,80210.2027414076,80637.0129282155,82727.9159013508,84663.8349275541,85162.4791505731,86509.1928899827,87104.3408799326,87919.7096471201,89057.7902694144,91446.0845791925,92117.4589933337,93666.4702201622,94120.8,94581.9267353731,95120.9847635488,96660.2627146799,97930.5049708611,99080.6044194141
AT,Kq_OMach,A,,,,,,,,,,,,,,,,,,,,,,,,,,4320.13818503662,4287.95168823106,4278.15874954885,4246.62397422068,4238.96796434198,4237.26576933228,4263.64345114345,4194.2792051639,4191.88026750864,4237.19977206319,4138.6240955553,4157.65278528935,4156.27996164909,4193.67709284867,4204.79280775111,4274.5,4364.38976127269,4536.32319879582,4640.88555005407,4659.25549724432,4671.62573099415
AT,Kq_OMach,B,,,,,,,,,,,,,,,,,,,,,,,,,,752.747632543029,733.264335226433,733.493801278567,680.530445238363,649.924131602141,657.515986322277,679.969346852158,659.195322288737,644.234174973435,679.175448516938,758.656797626503,887.657189293937,1116.63686287788,1362.74530034461,1525.24891498596,1653.8,1648.3832610947,1617.15048074711,1786.07203125987,2007.78761061947,2071.07263041027
AT,Kq_OMach,C,,,,,,,,,,,,,,,,,,,,,,,,,,27982.1064552661,28696.046427276,29062.552746177,29329.5913431795,29374.285875898,30694.1796059203,32169.1628762655,32763.4020332204,33450.2277305772,33562.5195728,33503.944075439,33730.8966659764,34870.9025943763,34693.0403525517,34864.2993539999,34802.4,34487.9780191843,34855.4913294798,35549.2728682464,36195.7915025403,36679.2445850212
AT,Kq_OMach,10-12,,,,,,,,,,,,,,,,,,,,,,,,,,3791.79752447811,3799.58052816371,3704.56338543513,3680.58034429155,3512.92782204896,3607.37401346538,3597.0844868066,3582.40629813452,3579.24898541676,3588.24555284269,3558.50073807843,3505.02736013895,3558.69530962761,3569.6698606808,3608.34098093199,3671.4,3658.38873680094,3578.16505337261,3570.78296237713,3721.3211194218,3857.96527340713
AT,Kq_OMach,13-15,,,,,,,,,,,,,,,,,,,,,,,,,,827.210862016598,824.608094240925,825.119474313023,790.785256410256,772.947266529186,782.15667311412,792.274753124181,780.708458489594,743.687211512354,713.411210221572,678.655257175596,650.230748263514,616.705922904579,619.196913059207,583.186114521264,564.2,545.912099235129,577.286849817209,557.61552978217,570.748992767341,593.831989466906
AT,Kq_OMach,16-18,,,,,,,,,,,,,,,,,,,,,,,,,,5792.79814284943,5930.22169427279,5995.55638337502,6112.71734061688,5997.02400207026,6136.67109009624,6439.44649772317,6539.56843268448,6510.90125564809,6247.6715262518,6085.86734915195,5928.92496945348,5937.39666005291,5673.90227380724,5572.13930348259,5344.4,5141.46456275927,5138.03053048174,5051.31128848347,4869.93959279665,4784.62182139371
AT,Kq_OMach,19,,,,,,,,,,,,,,,,,,,,,,,,,,594.627525431413,539.424722275036,531.604024816825,498.090915640084,553.674371746796,648.848964198727,612.090518622989,569.456960509586,640.495867768595,721.047559662151,795.039955910719,721.254538757038,890.471388958911,922.588140943255,896.234088413518,877.1,856.402894445846,806.127379916884,781.916460049208,770.580727504786,745.102038924071
AT,Kq_OMach,20-21,,,,,,,,,,,,,,,,,,,,,,,,,,1721.60755432385,1752.16449606788,1771.93062670719,1733.7515022077,1757.74625183552,1913.16086464395,1999.03718277977,1989.25026066178,2063.55722896401,2155.55288499456,2139.94099085204,2193.08459947611,2478.63490184351,2621.8749687875,2706.46831356059,2783.3,2826.71586373456,2951.15038764169,3136.75693510315,3163.67843417169,3184.81910613572
